activity_id,customer_id,activity_date,activity_type
108,5,2025-06-27,login
109,5,2026-01-30,support_ticket
110,5,2026-09-02,login
111,5,2025-07-02,login
112,5,2026-05-07,login
113,5,2026-03-11,login
114,5,2026-06-13,login
115,5,2025-09-28,login
116,5,2025-10-06,support_ticket
117,6,2025-09-04,login
118,6,2025-06-06,login
119,6,2026-07-26,login
120,6,2025-07-01,login
121,6,2025-11-26,login
122,6,2025-02-19,login
123,6,2025-05-12,login
124,6,2025-05-15,cart_abandon
125,6,2026-05-04,login
126,6,2025-06-24,login
127,6,2026-05-09,login
128,6,2025-04-06,support_ticket
129,6,2025-04-28,login
130,6,2026-04-27,cart_abandon
131,6,2026-04-13,login
132,6,2026-05-30,login
133,6,2025-12-13,support_ticket
134,6,2025-03-11,support_ticket
135,6,2025-04-11,cart_abandon
136,7,2026-03-16,login
137,7,2026-02-04,login
138,7,2026-09-22,login
139,7,2026-08-21,support_ticket
140,7,2025-05-24,login
141,7,2025-02-24,login
142,7,2025-07-31,login
143,7,2025-06-13,login
144,7,2026-02-08,support_ticket
145,7,2026-05-05,support_ticket
146,7,2025-11-01,login
147,7,2025-09-25,login
148,7,2025-08-16,support_ticket
149,7,2025-05-02,login
150,7,2026-05-20,login
151,7,2025-04-30,login
152,7,2025-11-02,login
153,7,2025-03-04,cart_abandon
154,7,2026-09-23,cart_abandon
155,7,2025-10-18,login
156,7,2025-06-05,login
157,7,2025-07-10,login
158,7,2026-09-28,login
159,7,2025-03-04,login
160,7,2025-12-01,support_ticket
161,7,2025-09-18,login
162,7,2025-12-23,login
163,7,2026-07-31,login
164,7,2025-10-26,support_ticket
165,7,2025-07-13,cart_abandon
166,7,2025-07-07,cart_abandon
167,7,2026-08-03,login
168,7,2025-10-01,cart_abandon
169,7,2025-09-27,cart_abandon
170,7,2026-07-13,login
171,7,2025-10-08,support_ticket
172,7,2025-12-02,login
173,7,2026-03-31,login
174,8,2025-12-15,support_ticket
175,8,2025-10-25,login
176,8,2026-09-02,login
177,8,2025-07-03,login
178,8,2025-02-06,login
179,8,2026-03-26,support_ticket
180,8,2025-05-28,support_ticket
181,8,2026-09-02,login
182,8,2025-12-13,login
183,8,2026-03-17,login
184,8,2025-04-02,cart_abandon
185,8,2026-08-01,login
186,9,2025-09-02,login
187,9,2026-05-04,cart_abandon
188,9,2026-08-16,login
189,9,2026-09-11,login
190,9,2025-11-01,login
191,9,2026-07-30,cart_abandon
192,9,2026-07-25,login
193,9,2025-12-15,login
194,9,2025-10-04,login
195,9,2025-05-05,support_ticket
196,9,2025-09-08,login
197,9,2025-10-19,support_ticket
198,9,2025-05-20,login
199,9,2025-02-17,support_ticket
200,9,2026-09-13,login
201,9,2026-04-30,login
202,9,2025-08-11,login
203,9,2025-06-26,login
204,9,2025-02-17,login
205,9,2026-09-19,login
206,9,2025-09-15,login
207,9,2026-01-01,login
208,9,2025-04-02,login
209,9,2025-04-21,support_ticket
210,10,2025-10-28,login
211,10,2025-08-24,login
212,10,2025-05-17,login
213,10,2026-01-14,login
214,10,2026-05-09,support_ticket
215,10,2026-04-01,login
216,10,2026-08-09,login
217,10,2026-02-27,login
218,10,2025-08-12,login
219,10,2025-05-04,support_ticket
220,10,2026-01-17,cart_abandon
221,10,2025-02-12,cart_abandon
222,10,2025-06-26,login
223,10,2026-08-28,login
224,10,2025-04-18,cart_abandon
225,10,2025-02-28,login
226,10,2026-01-09,login
227,10,2025-12-02,support_ticket
228,10,2026-06-13,login
229,10,2026-01-13,login
230,10,2026-05-07,login
231,10,2026-01-22,support_ticket
232,10,2026-03-11,cart_abandon
233,10,2025-11-21,login
234,10,2026-06-17,login
235,10,2025-08-31,login
236,10,2026-06-24,login
237,10,2026-02-08,login
238,10,2025-05-15,support_ticket
239,10,2026-04-08,support_ticket
240,10,2025-07-04,login
241,10,2025-03-15,login
242,10,2025-05-19,login
243,10,2025-03-10,support_ticket
244,11,2025-05-11,cart_abandon
245,11,2025-06-17,login
246,11,2025-06-19,login
247,11,2025-12-30,login
248,11,2026-08-02,login
249,12,2025-03-09,login
250,12,2026-03-02,login
251,12,2025-09-24,login
252,12,2025-06-15,cart_abandon
253,12,2026-02-20,login
254,12,2025-12-02,login
255,12,2026-07-11,login
256,12,2026-04-01,login
257,12,2026-08-30,cart_abandon
258,12,2025-07-17,login
259,12,2026-05-30,support_ticket
260,12,2026-03-30,login
261,12,2025-05-03,login
262,12,2025-07-25,login
263,13,2025-09-27,login
264,13,2026-03-29,login
265,13,2025-02-23,login
266,13,2025-02-10,login
267,13,2026-04-06,login
268,13,2025-10-25,cart_abandon
269,13,2026-07-25,support_ticket
270,13,2026-06-22,login
271,13,2026-09-08,support_ticket
272,13,2025-10-06,login
273,13,2025-04-23,login
274,13,2026-08-12,login
275,13,2026-07-06,login
276,13,2026-02-07,cart_abandon
277,13,2025-08-31,support_ticket
278,13,2026-06-15,login
279,13,2025-06-24,login
280,13,2025-07-09,cart_abandon
281,13,2026-03-20,login
282,13,2025-07-04,login
283,13,2025-04-20,login
284,13,2025-06-30,cart_abandon
285,13,2026-03-29,support_ticket
286,13,2026-08-03,cart_abandon
287,13,2025-12-18,login
288,13,2026-03-27,login
289,13,2026-03-23,login
290,14,2026-01-29,login
291,14,2026-01-31,login
292,14,2025-03-31,support_ticket
293,14,2026-09-03,cart_abandon
294,14,2026-01-12,login
295,14,2026-05-06,login
296,14,2025-09-03,support_ticket
297,14,2025-10-17,login
298,14,2025-05-30,login
299,14,2025-07-23,login
300,14,2025-08-06,cart_abandon
301,14,2025-07-31,support_ticket
302,14,2026-09-12,login
303,14,2026-07-29,login
304,14,2025-05-30,login
305,14,2025-06-12,login
306,14,2025-03-30,login
307,14,2025-03-14,login
308,14,2026-08-05,login
309,14,2026-05-31,cart_abandon
310,15,2026-01-19,support_ticket
311,15,2025-05-07,login
312,15,2025-06-05,login
313,15,2025-06-27,login
314,15,2026-02-13,login
315,15,2025-08-03,login
316,15,2026-06-04,login
317,15,2025-02-14,cart_abandon
318,15,2026-09-03,support_ticket
319,15,2025-08-31,support_ticket
320,15,2025-02-22,cart_abandon
321,15,2025-11-26,login
322,15,2026-01-22,login
323,15,2026-08-03,login
324,15,2025-06-20,login
325,15,2025-05-22,cart_abandon
326,15,2025-02-23,login
327,15,2026-07-29,login
328,15,2025-06-12,login
329,15,2025-08-15,login
330,15,2026-07-01,cart_abandon
331,15,2025-03-14,login
332,15,2025-11-17,login
333,15,2026-06-22,login
334,15,2026-08-24,support_ticket
335,15,2025-11-06,cart_abandon
336,15,2025-05-31,login
337,15,2025-04-17,login
338,15,2025-02-27,login
339,15,2025-11-13,login
340,15,2026-09-13,cart_abandon
341,15,2025-08-03,login
342,15,2025-08-08,login
343,15,2026-06-06,cart_abandon
344,15,2026-07-26,cart_abandon
345,15,2026-03-06,login
346,16,2026-03-21,login
347,16,2025-02-16,login
348,16,2025-09-08,login
349,16,2025-04-21,login
350,16,2025-10-05,cart_abandon
351,16,2025-04-17,login
352,16,2025-11-17,cart_abandon
353,16,2025-03-07,login
354,16,2025-07-31,cart_abandon
355,16,2025-07-25,login
356,16,2026-01-13,login
357,16,2026-09-15,login
358,16,2025-07-09,login
359,16,2026-01-23,login
360,16,2026-01-31,login
361,16,2025-02-16,login
362,16,2025-12-19,login
363,16,2026-03-13,cart_abandon
364,16,2025-12-10,login
365,16,2025-12-16,login
366,16,2025-04-26,login
367,16,2026-08-08,login
368,16,2025-11-30,login
369,16,2026-04-15,support_ticket
370,16,2025-06-01,login
371,17,2026-09-29,login
372,17,2025-09-27,login
373,17,2026-08-24,login
374,17,2025-06-28,login
375,17,2026-07-12,login
376,17,2025-10-16,cart_abandon
377,17,2025-03-23,login
378,17,2025-08-14,login
379,17,2025-11-18,cart_abandon
380,17,2025-11-28,login
381,17,2025-02-14,login
382,17,2025-12-20,login
383,17,2025-03-23,login
384,17,2025-04-18,support_ticket
385,17,2026-03-14,login
386,17,2025-06-20,cart_abandon
387,17,2026-08-15,login
388,18,2026-07-26,login
389,18,2026-04-15,cart_abandon
390,18,2026-02-27,login
391,18,2026-07-15,login
392,18,2026-07-18,support_ticket
393,18,2026-05-16,login
394,18,2026-07-04,login
395,18,2026-03-25,login
396,18,2026-02-01,login
397,18,2025-04-10,login
398,18,2025-11-25,login
399,18,2025-06-26,cart_abandon
400,18,2026-03-08,support_ticket
401,18,2025-04-20,login
402,18,2025-08-16,login
403,18,2025-08-24,cart_abandon
404,18,2025-03-15,support_ticket
405,18,2026-06-17,login
406,19,2025-04-30,login
407,19,2025-02-26,support_ticket
408,19,2025-09-11,login
409,19,2026-01-04,login
410,19,2025-02-24,support_ticket
411,19,2025-11-16,login
412,19,2026-08-19,login
413,19,2025-12-19,login
414,19,2025-03-13,cart_abandon
415,19,2025-12-14,login
416,19,2026-09-06,login
417,19,2026-07-09,login
418,19,2026-06-15,login
419,19,2026-04-05,login
420,19,2026-06-02,login
421,19,2026-06-04,cart_abandon
422,19,2025-12-27,login
423,19,2026-08-03,support_ticket
424,19,2026-09-19,login
425,19,2026-02-15,login
426,19,2026-09-14,login
427,19,2026-07-26,login
428,19,2026-08-28,login
429,19,2025-05-01,login
430,19,2026-02-09,login
431,19,2025-08-10,login
432,19,2026-01-05,login
433,19,2025-04-04,login
434,19,2026-07-19,support_ticket
435,19,2025-06-16,cart_abandon
436,19,2026-04-23,support_ticket
437,19,2025-11-07,cart_abandon
438,19,2026-06-03,login
439,19,2026-09-07,login
440,19,2025-09-09,login
441,20,2026-07-09,support_ticket
442,20,2026-07-28,support_ticket
443,20,2026-08-07,support_ticket
444,20,2025-04-06,login
445,20,2025-10-29,login
446,20,2026-04-09,support_ticket
447,20,2026-09-20,login
448,20,2025-07-19,cart_abandon
449,20,2025-09-10,login
450,20,2026-06-28,login
451,20,2025-06-30,cart_abandon
452,20,2025-04-17,login
453,20,2025-12-24,login
454,20,2025-11-05,login
455,20,2025-06-06,login
456,20,2025-12-05,cart_abandon
457,20,2025-03-17,login
458,20,2025-05-10,login
459,21,2025-07-25,cart_abandon
460,21,2026-06-17,login
461,21,2026-03-15,support_ticket
462,21,2025-08-03,login
463,21,2026-05-14,login
464,21,2026-02-18,login
465,21,2026-06-14,login
466,21,2025-07-03,support_ticket
467,21,2026-06-28,login
468,21,2026-05-29,login
469,21,2025-06-24,support_ticket
470,21,2025-06-10,login
471,21,2026-09-13,cart_abandon
472,21,2025-10-15,login
473,21,2025-11-26,login
474,21,2026-01-14,login
475,21,2026-04-06,cart_abandon
476,21,2025-02-12,cart_abandon
477,21,2025-05-30,support_ticket
478,21,2025-12-30,support_ticket
479,21,2026-08-29,login
480,21,2026-02-01,login
481,21,2026-05-24,cart_abandon
482,21,2025-07-21,login
483,21,2026-05-15,cart_abandon
484,21,2026-08-03,login
485,21,2025-12-17,login
486,21,2026-02-27,cart_abandon
487,21,2025-09-16,support_ticket
488,21,2025-11-11,login
489,21,2025-12-12,login
490,21,2025-09-26,login
491,21,2026-07-12,login
492,21,2025-02-25,login
493,22,2025-10-29,login
494,22,2026-05-25,login
495,22,2025-03-02,login
496,22,2025-07-23,support_ticket
497,22,2026-06-08,login
498,22,2026-09-29,login
499,22,2025-11-03,login
500,22,2026-06-20,login
501,22,2026-01-14,login
502,22,2025-05-09,support_ticket
503,22,2025-06-13,login
504,22,2025-10-10,login
505,22,2025-04-13,login
506,22,2026-05-06,login
507,22,2025-09-14,login
508,22,2025-09-24,login
509,22,2025-05-30,login
510,22,2025-02-21,cart_abandon
511,22,2026-05-08,login
512,22,2026-09-17,login
513,22,2025-03-23,login
514,22,2025-10-16,login
515,22,2026-05-04,login
516,22,2026-03-29,cart_abandon
517,22,2025-02-04,support_ticket
518,22,2025-05-07,login
519,22,2025-06-30,login
520,22,2026-04-30,login
521,22,2026-04-08,login
522,22,2026-02-20,cart_abandon
523,22,2025-09-08,support_ticket
524,22,2026-09-29,support_ticket
525,22,2025-12-13,cart_abandon
526,22,2026-08-02,support_ticket
527,22,2025-09-28,cart_abandon
528,22,2026-01-05,login
529,22,2026-03-10,login
530,22,2025-11-28,login
531,23,2026-05-07,login
532,23,2025-11-05,login
533,23,2025-03-27,login
534,23,2026-05-26,login
535,23,2025-08-20,login
536,23,2025-08-12,login
537,23,2025-07-17,login
538,23,2026-01-26,login
539,23,2026-08-20,login
540,23,2025-05-09,support_ticket
541,23,2025-12-20,login
542,23,2025-10-19,login
543,23,2026-08-10,login
544,23,2025-07-21,login
545,23,2026-03-28,login
546,23,2025-02-22,login
547,23,2025-12-25,login
548,23,2026-09-09,login
549,23,2025-03-17,login
550,23,2026-02-16,login
551,23,2025-05-24,login
552,23,2026-05-15,login
553,24,2025-02-12,login
554,24,2025-07-12,login
555,24,2026-06-07,login
556,24,2025-11-21,login
557,24,2025-05-30,login
558,24,2025-11-04,login
559,24,2025-07-10,support_ticket
560,24,2025-08-02,login
561,25,2026-01-09,login
562,25,2026-08-01,cart_abandon
563,25,2025-02-23,support_ticket
564,25,2026-05-10,login
565,25,2025-03-06,cart_abandon
566,25,2025-02-14,login
567,25,2026-04-14,login
568,25,2026-01-31,login
569,25,2025-11-21,cart_abandon
570,25,2025-07-21,cart_abandon
571,25,2026-03-05,login
572,25,2025-08-31,login
573,25,2025-07-24,cart_abandon
574,25,2026-04-22,login
575,25,2026-07-13,login
576,25,2025-10-29,support_ticket
577,25,2025-04-22,login
578,25,2025-03-30,login
579,25,2026-03-14,login
580,25,2026-02-15,support_ticket
581,25,2026-06-28,login
582,25,2026-03-10,login
583,25,2026-05-29,login
584,25,2026-01-09,cart_abandon
585,25,2026-04-06,login
586,25,2025-09-30,login
587,25,2026-04-05,login
588,26,2025-12-04,cart_abandon
589,26,2026-04-17,login
590,26,2025-07-12,login
591,26,2026-06-07,login
592,26,2025-03-06,cart_abandon
593,26,2026-03-12,login
594,26,2025-05-30,login
595,26,2025-07-02,login
596,26,2026-02-20,support_ticket
597,26,2025-12-09,support_ticket
598,26,2025-03-27,login
599,26,2025-04-17,login
600,26,2026-01-14,login
601,26,2026-09-26,login
602,26,2026-01-29,login
603,26,2026-07-14,support_ticket
604,26,2025-05-18,support_ticket
605,26,2025-05-23,support_ticket
606,26,2025-06-09,login
607,26,2026-04-14,cart_abandon
608,26,2025-06-16,login
609,26,2026-03-14,login
610,26,2025-08-30,support_ticket
611,26,2026-01-16,login
612,26,2025-05-10,login
613,26,2025-03-25,cart_abandon
614,26,2025-04-03,support_ticket
615,26,2025-09-09,login
616,26,2026-03-12,login
617,26,2026-01-27,login
618,26,2025-05-26,login
619,26,2026-09-05,support_ticket
620,26,2025-08-17,login
621,26,2025-09-23,login
622,26,2026-09-02,cart_abandon
623,26,2025-03-15,support_ticket
624,26,2025-11-28,login
625,27,2026-04-08,login
626,27,2026-08-24,login
627,27,2025-05-10,login
628,27,2025-12-21,login
629,27,2026-03-29,login
630,27,2026-02-27,login
631,27,2025-12-18,login
632,27,2026-03-26,login
633,27,2026-06-21,login
634,27,2026-03-05,login
635,27,2025-03-28,login
636,27,2026-07-01,login
637,27,2026-02-02,login
638,27,2025-12-05,login
639,27,2025-04-11,cart_abandon
640,27,2025-04-03,login
641,27,2025-08-13,login
642,28,2026-08-18,login
643,28,2026-01-04,login
644,28,2025-06-09,support_ticket
645,28,2025-06-09,login
646,28,2026-09-03,support_ticket
647,28,2025-07-05,cart_abandon
648,28,2025-07-17,login
649,28,2026-07-06,support_ticket
650,28,2026-06-29,login
651,28,2025-08-03,login
652,28,2026-01-29,login
653,28,2026-08-12,login
654,28,2025-02-25,login
655,28,2025-03-05,login
656,28,2025-06-14,login
657,29,2025-05-18,login
658,29,2025-06-20,login
659,29,2025-05-12,login
660,29,2026-09-25,login
661,29,2025-05-23,login
662,29,2026-03-25,login
663,29,2026-05-02,login
664,29,2026-06-03,login
665,29,2025-06-30,login
666,29,2026-08-31,cart_abandon
667,29,2025-12-01,support_ticket
668,29,2025-05-13,login
669,29,2025-04-19,login
670,29,2025-07-15,login
671,29,2026-06-11,cart_abandon
672,29,2025-12-30,login
673,29,2025-04-08,login
674,29,2025-07-05,cart_abandon
675,29,2026-09-20,support_ticket
676,29,2025-12-11,support_ticket
677,29,2025-08-11,login
678,29,2026-08-02,support_ticket
679,29,2026-05-03,login
680,29,2026-08-26,login
681,29,2025-07-26,support_ticket
682,29,2026-07-09,support_ticket
683,29,2026-09-21,login
684,29,2025-12-15,support_ticket
685,29,2025-09-28,login
686,29,2025-04-13,login
687,29,2026-05-03,login
688,29,2025-11-20,login
689,29,2026-05-20,cart_abandon
690,29,2026-08-06,login
691,29,2025-08-30,login
692,29,2025-06-19,login
693,29,2026-02-28,cart_abandon
694,29,2025-09-28,login
695,29,2025-08-11,login
696,30,2026-05-31,login
697,30,2026-08-10,cart_abandon
698,30,2025-08-20,login
699,30,2025-11-22,login
700,30,2026-08-31,support_ticket
701,30,2025-05-30,cart_abandon
702,30,2026-08-24,login
703,30,2026-09-10,support_ticket
704,30,2025-04-14,login
705,30,2025-05-23,login
706,30,2025-12-05,support_ticket
707,30,2025-03-08,support_ticket
708,31,2025-07-12,login
709,31,2026-09-16,login
710,31,2026-07-26,cart_abandon
711,31,2025-03-15,login
712,31,2025-12-31,login
713,31,2025-09-28,support_ticket
714,31,2025-03-28,login
715,31,2025-03-26,cart_abandon
716,31,2026-08-21,login
717,31,2026-03-10,login
718,31,2026-09-01,login
719,31,2025-04-01,login
720,31,2025-03-31,login
721,31,2025-12-25,cart_abandon
722,31,2025-10-30,login
723,31,2025-04-03,login
724,31,2026-04-21,login
725,31,2025-04-17,login
726,31,2026-01-11,cart_abandon
727,31,2025-07-04,support_ticket
728,31,2025-11-02,login
729,31,2026-07-21,cart_abandon
730,31,2025-06-22,login
731,31,2026-04-05,login
732,31,2025-11-24,login
733,31,2025-02-20,login
734,31,2026-07-20,cart_abandon
735,31,2025-02-10,support_ticket
736,31,2025-06-04,support_ticket
737,31,2025-06-25,login
738,31,2026-01-02,login
739,31,2026-09-09,login
740,31,2026-01-21,login
741,31,2025-09-16,login
742,31,2025-11-23,login
743,31,2026-08-11,login
744,31,2026-04-02,login
745,31,2025-06-14,login
746,32,2025-03-06,cart_abandon
747,32,2026-01-25,login
748,32,2026-03-07,login
749,32,2026-09-21,login
750,32,2026-03-31,support_ticket
751,32,2025-11-18,login
752,32,2026-01-18,login
753,32,2026-07-21,login
754,32,2025-03-25,login
755,32,2025-02-17,login
756,32,2025-10-20,login
757,32,2026-04-22,login
758,32,2026-09-11,login
759,32,2026-04-09,login
760,32,2026-01-31,login
761,32,2025-07-31,login
762,32,2026-09-24,login
763,32,2026-04-16,support_ticket
764,32,2025-06-05,login
765,32,2025-04-18,support_ticket
766,32,2025-04-09,support_ticket
767,32,2025-04-27,login
768,32,2025-11-28,login
769,32,2025-09-08,cart_abandon
770,33,2026-01-26,login
771,33,2025-10-05,login
772,33,2025-06-10,login
773,33,2026-02-05,support_ticket
774,33,2025-08-12,cart_abandon
775,33,2026-01-18,login
776,33,2026-08-30,login
777,33,2025-09-29,support_ticket
778,33,2025-04-28,cart_abandon
779,33,2026-04-18,support_ticket
780,33,2025-12-29,support_ticket
781,33,2026-01-03,login
782,33,2025-12-27,cart_abandon
783,33,2025-08-16,login
784,33,2026-03-22,login
785,33,2025-05-09,login
786,33,2025-04-16,support_ticket
787,33,2025-10-20,login
788,33,2025-08-25,login
789,33,2025-08-09,login
790,33,2026-01-27,login
791,33,2026-09-10,login
792,33,2025-09-24,login
793,33,2026-02-17,support_ticket
794,33,2025-10-30,login
795,33,2025-08-05,login
796,33,2026-04-13,login
797,33,2026-08-07,login
798,33,2026-01-29,cart_abandon
799,33,2025-08-19,login
800,33,2025-05-31,login
801,34,2025-12-15,login
802,34,2026-08-31,login
803,34,2025-02-10,login
804,34,2025-09-04,support_ticket
805,34,2026-02-10,cart_abandon
806,34,2026-06-29,login
807,34,2025-05-04,login
808,34,2026-04-16,login
809,34,2025-09-14,login
810,34,2025-12-27,login
811,34,2026-09-01,support_ticket
812,34,2026-05-24,login
813,34,2026-07-10,login
814,34,2025-10-15,login
815,34,2025-07-15,support_ticket
816,34,2025-05-30,login
817,34,2025-08-05,login
818,34,2026-01-17,login
819,34,2025-04-29,cart_abandon
820,34,2025-11-05,login
821,34,2026-06-14,login
822,34,2026-01-19,login
823,34,2025-12-29,login
824,34,2025-11-19,cart_abandon
825,34,2026-06-25,login
826,34,2026-06-12,cart_abandon
827,34,2026-09-14,cart_abandon
828,34,2026-04-03,support_ticket
829,34,2025-09-10,login
830,34,2026-08-16,login
831,34,2025-09-26,login
832,34,2026-06-09,login
833,34,2026-04-28,login
834,34,2026-02-06,support_ticket
835,34,2025-10-14,login
836,34,2025-03-24,login
837,34,2025-02-12,login
838,34,2026-09-11,login
839,34,2025-11-04,cart_abandon
840,35,2025-12-18,cart_abandon
841,35,2025-09-06,login
842,35,2025-11-29,login
843,35,2025-05-26,login
844,35,2025-07-25,login
845,35,2026-07-22,login
846,35,2026-01-21,login
847,35,2025-07-20,login
848,35,2026-05-07,cart_abandon
849,35,2025-03-09,login
850,35,2026-06-21,login
851,35,2025-07-25,login
852,35,2025-08-16,login
853,35,2025-07-18,login
854,36,2025-12-02,login
855,36,2025-11-29,cart_abandon
856,36,2026-03-01,login
857,36,2026-01-28,login
858,36,2025-11-19,login
859,36,2025-11-19,support_ticket
860,36,2026-07-23,login
861,36,2025-07-13,cart_abandon
862,36,2025-11-27,login
863,36,2026-05-06,login
864,36,2025-07-03,support_ticket
865,36,2026-02-08,support_ticket
866,36,2026-03-17,login
867,36,2026-02-10,support_ticket
868,36,2026-05-24,cart_abandon
869,36,2025-03-19,login
870,36,2025-03-20,login
871,36,2025-10-06,login
872,36,2025-03-24,login
873,36,2025-04-08,login
874,36,2026-08-05,cart_abandon
875,36,2026-03-13,login
876,36,2026-07-20,login
877,36,2025-02-23,login
878,36,2026-05-31,login
879,36,2025-03-21,login
880,36,2025-07-17,login
881,36,2025-08-27,login
882,36,2026-05-21,login
883,36,2026-06-04,login
884,36,2026-02-11,support_ticket
885,36,2026-09-29,cart_abandon
886,36,2025-06-06,login
887,36,2026-05-25,login
888,36,2026-07-08,login
889,36,2025-04-05,login
890,36,2026-04-24,login
891,36,2025-03-21,login
892,37,2026-02-24,cart_abandon
893,37,2026-09-17,login
894,37,2025-05-13,login
895,37,2025-11-28,support_ticket
896,37,2025-03-08,login
897,37,2026-06-12,support_ticket
898,37,2026-09-06,cart_abandon
899,37,2025-02-06,support_ticket
900,37,2026-07-08,cart_abandon
901,37,2025-10-28,login
902,37,2025-09-15,login
903,37,2026-07-12,login
904,37,2026-01-22,login
905,37,2025-11-29,login
906,37,2025-09-09,cart_abandon
907,37,2026-08-30,login
908,37,2025-06-25,cart_abandon
909,37,2025-08-29,login
910,37,2025-12-06,login
911,37,2026-09-23,login
912,37,2026-07-07,cart_abandon
913,37,2026-05-10,support_ticket
914,37,2025-10-05,login
915,37,2026-04-11,login
916,37,2026-06-07,login
917,37,2026-07-07,login
918,37,2025-08-08,login
919,37,2026-04-16,login
920,37,2025-06-23,cart_abandon
921,37,2026-05-01,cart_abandon
922,37,2025-06-22,login
923,37,2025-04-21,login
924,37,2025-02-10,login
925,37,2026-01-23,login
926,37,2025-12-14,login
927,38,2025-06-15,cart_abandon
928,38,2026-07-15,cart_abandon
929,38,2025-07-06,support_ticket
930,38,2026-04-16,login
931,38,2025-11-01,cart_abandon
932,38,2025-09-24,login
933,38,2025-12-09,login
934,38,2025-12-01,login
935,38,2025-04-28,support_ticket
936,38,2025-07-28,login
937,38,2026-03-19,login
938,38,2025-11-12,login
939,38,2025-02-15,login
940,38,2026-05-07,login
941,38,2026-09-21,login
942,38,2025-10-25,login
943,38,2025-09-12,login
944,38,2025-08-04,login
945,38,2025-03-06,cart_abandon
946,38,2025-12-10,support_ticket
947,38,2026-06-04,login
948,38,2025-04-15,cart_abandon
949,38,2025-10-02,support_ticket
950,38,2025-03-15,login
951,38,2026-01-11,cart_abandon
952,38,2025-07-02,cart_abandon
953,38,2025-05-25,login
954,38,2025-09-27,login
955,38,2025-05-19,support_ticket
956,38,2025-02-26,support_ticket
957,38,2025-04-01,login
958,38,2026-09-05,login
959,38,2025-07-13,login
960,38,2025-07-26,cart_abandon
961,38,2026-05-17,cart_abandon
962,38,2026-06-17,cart_abandon
963,38,2025-05-13,login
964,38,2026-04-25,login
965,38,2026-04-16,login
966,39,2025-02-18,login
967,39,2026-08-24,login
968,39,2025-11-05,support_ticket
969,39,2025-12-17,login
970,39,2026-08-14,login
971,39,2025-12-01,login
972,39,2026-09-17,login
973,39,2025-02-16,cart_abandon
974,39,2025-04-17,login
975,39,2026-03-06,login
