order_item_id,order_id,product_id,quantity,unit_price,discount
86,34,25,4,570.34,0.0
87,35,15,5,302.27,0.1
88,36,25,3,570.34,0.0
89,36,28,2,386.2,0.0
90,36,8,1,226.02,0.1
91,36,6,2,690.18,0.15
92,37,36,2,377.98,0.0
93,37,17,1,82.96,0.15
94,37,16,3,208.35,0.0
95,38,38,2,42.41,0.0
96,38,50,1,97.37,0.0
97,39,10,2,325.6,0.15
98,39,47,4,300.91,0.15
99,40,14,3,212.54,0.0
100,41,18,4,128.39,0.0
101,41,38,1,42.41,0.1
102,41,6,1,690.18,0.15
103,42,26,1,657.97,0.1
104,42,4,1,464.52,0.1
105,42,12,4,548.22,0.0
106,42,52,3,418.28,0.0
107,43,30,3,609.68,0.05
108,43,41,5,343.67,0.0
109,44,60,2,258.64,0.05
110,44,47,4,300.91,0.0
111,44,53,2,308.18,0.1
112,44,15,3,302.27,0.15
113,45,53,4,308.18,0.0
114,45,59,1,638.24,0.15
115,45,24,2,147.49,0.0
116,45,10,3,325.6,0.0
117,46,18,3,128.39,0.1
118,47,29,2,44.82,0.1
119,47,57,2,148.16,0.0
120,47,54,2,523.27,0.05
121,48,28,2,386.2,0.05
122,48,55,4,791.37,0.0
123,48,2,3,343.82,0.0
124,48,48,3,362.06,0.0
125,49,49,2,243.87,0.1
126,49,2,3,343.82,0.0
127,49,24,3,147.49,0.15
128,49,25,2,570.34,0.1
129,50,13,3,351.99,0.1
130,50,33,4,392.49,0.0
131,51,2,3,343.82,0.1
132,51,21,1,178.11,0.05
133,52,29,2,44.82,0.0
134,52,8,1,226.02,0.15
135,52,31,5,226.2,0.1
136,52,6,1,690.18,0.0
137,53,9,2,311.56,0.15
138,54,49,2,243.87,0.0
139,54,54,1,523.27,0.0
140,54,20,1,234.06,0.0
141,55,60,1,258.64,0.0
142,56,35,1,54.49,0.05
143,56,44,3,695.1,0.15
144,56,48,2,362.06,0.05
145,57,43,1,21.61,0.0
146,57,27,3,362.74,0.1
147,57,41,4,343.67,0.0
148,57,25,3,570.34,0.0
149,58,48,5,362.06,0.0
150,58,58,5,513.56,0.1
151,58,40,2,577.23,0.0
152,58,20,4,234.06,0.0
153,59,53,2,308.18,0.0
154,59,7,2,273.71,0.05
155,59,18,2,128.39,0.05
156,60,38,5,42.41,0.0
157,61,41,4,343.67,0.0
158,61,40,1,577.23,0.0
159,61,34,3,23.93,0.0
160,62,27,4,362.74,0.0
161,62,50,5,97.37,0.1
162,63,19,2,560.98,0.1
163,63,38,1,42.41,0.0
164,64,29,5,44.82,0.0
165,64,45,4,300.59,0.0
166,64,10,2,325.6,0.0
167,64,30,4,609.68,0.0
168,65,57,4,148.16,0.15
169,65,7,3,273.71,0.15
170,65,1,2,208.48,0.0
171,65,59,2,638.24,0.05
172,66,19,5,560.98,0.0
173,67,59,3,638.24,0.1
174,67,56,5,494.99,0.0
175,68,34,3,23.93,0.05
176,68,5,3,811.2,0.0
177,68,32,4,797.15,0.1
178,69,32,3,797.15,0.0
179,69,20,3,234.06,0.15
180,70,14,1,212.54,0.1
181,71,2,5,343.82,0.0
182,72,54,4,523.27,0.0
183,72,39,1,561.15,0.0
184,73,7,2,273.71,0.0
185,73,51,4,668.84,0.0
186,73,58,2,513.56,0.0
187,73,2,3,343.82,0.1
188,74,1,3,208.48,0.0
189,75,41,5,343.67,0.0
190,75,33,5,392.49,0.05
191,76,36,5,377.98,0.15
192,77,55,4,791.37,0.0
193,77,18,4,128.39,0.0
194,77,29,1,44.82,0.0
195,78,20,3,234.06,0.05
196,78,2,2,343.82,0.05
197,79,14,5,212.54,0.0
198,79,43,4,21.61,0.05
199,79,48,4,362.06,0.0
200,80,10,1,325.6,0.1
201,80,27,3,362.74,0.15
202,80,13,3,351.99,0.0
203,80,34,4,23.93,0.15
204,81,55,3,791.37,0.0
205,81,32,5,797.15,0.1
206,82,55,2,791.37,0.15
207,83,5,3,811.2,0.0
208,83,4,4,464.52,0.05
209,83,60,3,258.64,0.0
210,83,51,4,668.84,0.1
211,84,51,4,668.84,0.05
212,84,43,3,21.61,0.0
213,84,11,5,383.12,0.15
214,85,23,5,565.71,0.0
215,86,27,1,362.74,0.0
216,86,57,5,148.16,0.15
217,86,35,4,54.49,0.0
218,87,35,1,54.49,0.1
219,87,37,4,432.84,0.15
220,87,14,3,212.54,0.0
221,87,29,3,44.82,0.0
222,88,20,1,234.06,0.0
223,88,25,3,570.34,0.0
224,88,5,1,811.2,0.15
225,88,18,4,128.39,0.05
226,89,27,5,362.74,0.15
227,90,7,2,273.71,0.15
228,91,17,1,82.96,0.1
229,91,9,1,311.56,0.0
230,92,13,4,351.99,0.0
231,92,9,3,311.56,0.05
232,93,2,2,343.82,0.0
233,93,42,2,255.34,0.05
234,94,28,2,386.2,0.0
235,94,1,2,208.48,0.0
236,95,23,5,565.71,0.05
237,96,2,4,343.82,0.05
238,97,25,2,570.34,0.0
239,97,43,5,21.61,0.05
240,97,6,2,690.18,0.1
241,97,60,5,258.64,0.0
242,98,37,4,432.84,0.0
243,98,16,2,208.35,0.0
244,98,56,5,494.99,0.05
245,99,6,1,690.18,0.15
246,99,59,3,638.24,0.0
247,99,12,1,548.22,0.0
248,99,20,1,234.06,0.15
249,100,8,2,226.02,0.0
250,101,30,1,609.68,0.15
251,101,3,4,309.08,0.05
252,101,46,5,471.36,0.15
253,101,16,5,208.35,0.0
254,102,10,3,325.6,0.15
255,102,27,5,362.74,0.0
256,102,50,2,97.37,0.05
257,103,12,4,548.22,0.0
258,104,34,4,23.93,0.1
259,104,24,3,147.49,0.0
260,105,31,3,226.2,0.0
261,105,16,2,208.35,0.1
262,106,52,2,418.28,0.0
263,106,6,1,690.18,0.15
264,106,21,3,178.11,0.0
265,107,33,4,392.49,0.1
266,107,29,2,44.82,0.0
267,107,8,2,226.02,0.1
268,108,37,1,432.84,0.1
269,109,21,1,178.11,0.05
270,109,58,5,513.56,0.05
271,109,29,4,44.82,0.0
272,110,1,4,208.48,0.0
273,110,5,2,811.2,0.0
274,111,17,2,82.96,0.0
275,111,50,5,97.37,0.0
276,111,20,3,234.06,0.0
277,111,14,5,212.54,0.0
278,112,37,2,432.84,0.0
279,112,6,2,690.18,0.1
280,113,55,4,791.37,0.05
281,113,3,5,309.08,0.0
282,114,46,4,471.36,0.15
283,115,27,1,362.74,0.1
284,116,30,3,609.68,0.1
285,116,4,1,464.52,0.0
286,116,55,2,791.37,0.05
287,116,18,1,128.39,0.0
288,117,47,2,300.91,0.0
289,117,37,4,432.84,0.0
290,117,48,5,362.06,0.0
291,118,28,5,386.2,0.0
292,118,26,1,657.97,0.15
293,118,16,1,208.35,0.0
294,119,44,3,695.1,0.0
295,119,45,2,300.59,0.05
296,119,25,1,570.34,0.0
297,119,20,4,234.06,0.0
298,120,29,4,44.82,0.15
299,120,24,1,147.49,0.1
300,120,50,3,97.37,0.15
301,121,9,5,311.56,0.05
302,122,50,2,97.37,0.05
303,123,56,5,494.99,0.0
304,124,16,2,208.35,0.05
305,124,43,1,21.61,0.1
306,125,7,3,273.71,0.05
307,125,40,3,577.23,0.0
308,125,3,4,309.08,0.15
309,126,30,5,609.68,0.0
310,126,52,5,418.28,0.0
311,127,51,3,668.84,0.0
312,127,18,3,128.39,0.0
313,128,12,4,548.22,0.0
314,129,15,4,302.27,0.05
315,129,23,5,565.71,0.1
316,130,35,2,54.49,0.05
317,130,16,1,208.35,0.15
318,131,43,5,21.61,0.1
319,131,4,3,464.52,0.15
320,132,6,3,690.18,0.05
321,133,31,5,226.2,0.15
322,133,2,3,343.82,0.05
323,133,44,5,695.1,0.05
324,134,31,1,226.2,0.05
325,134,53,4,308.18,0.0
326,134,49,1,243.87,0.15
327,135,2,5,343.82,0.0
328,135,25,4,570.34,0.1
329,136,6,1,690.18,0.0
330,136,30,2,609.68,0.0
331,136,54,1,523.27,0.15
332,137,19,4,560.98,0.0
333,137,36,1,377.98,0.1
334,137,13,4,351.99,0.0
335,138,58,2,513.56,0.0
336,138,56,5,494.99,0.0
337,138,42,1,255.34,0.0
338,138,19,4,560.98,0.05
339,139,36,4,377.98,0.15
340,139,38,5,42.41,0.0
341,140,11,4,383.12,0.0
342,141,11,5,383.12,0.0
343,141,7,4,273.71,0.15
344,142,2,2,343.82,0.15
345,142,24,2,147.49,0.0
346,142,45,1,300.59,0.0
347,142,4,1,464.52,0.05
348,143,9,4,311.56,0.0
349,143,23,1,565.71,0.1
350,143,34,2,23.93,0.15
351,143,19,5,560.98,0.0
352,144,20,3,234.06,0.1
353,144,5,5,811.2,0.0
354,144,11,1,383.12,0.1
355,145,42,5,255.34,0.0
356,145,59,3,638.24,0.15
357,145,5,4,811.2,0.0
358,145,50,3,97.37,0.05
359,146,54,1,523.27,0.05
360,146,47,5,300.91,0.15
361,147,56,1,494.99,0.15
362,147,4,1,464.52,0.05
363,147,49,5,243.87,0.1
364,148,4,3,464.52,0.0
365,148,21,4,178.11,0.0
366,148,24,4,147.49,0.0
367,148,22,5,376.07,0.0
368,149,35,5,54.49,0.15
369,149,36,1,377.98,0.0
370,149,13,3,351.99,0.0
371,149,50,3,97.37,0.0
372,150,45,2,300.59,0.0
373,150,11,2,383.12,0.1
374,151,45,2,300.59,0.05
375,151,34,1,23.93,0.15
376,151,51,5,668.84,0.0
377,151,20,2,234.06,0.0
378,152,33,2,392.49,0.1
379,152,37,4,432.84,0.1
380,153,13,3,351.99,0.05
381,153,48,4,362.06,0.0
382,154,55,3,791.37,0.0
383,154,32,1,797.15,0.05
384,154,41,5,343.67,0.0
385,155,14,1,212.54,0.0
386,155,59,5,638.24,0.15
387,156,12,4,548.22,0.1
388,157,55,5,791.37,0.1
389,158,42,5,255.34,0.05
390,159,50,5,97.37,0.1
391,160,20,1,234.06,0.15
392,160,56,1,494.99,0.05
393,161,26,2,657.97,0.15
394,161,41,3,343.67,0.0
395,162,32,1,797.15,0.0
396,162,20,3,234.06,0.0
397,162,29,5,44.82,0.05
398,163,39,1,561.15,0.05
399,163,38,2,42.41,0.1
400,164,2,5,343.82,0.05
401,164,36,5,377.98,0.15
402,164,47,3,300.91,0.1
403,164,31,2,226.2,0.0
404,165,14,1,212.54,0.1
405,166,36,2,377.98,0.0
406,166,58,4,513.56,0.0
407,167,44,2,695.1,0.05
408,168,47,2,300.91,0.0
409,168,3,1,309.08,0.0
410,169,60,5,258.64,0.0
411,169,30,2,609.68,0.0
412,170,46,5,471.36,0.05
413,170,22,5,376.07,0.15
414,170,49,1,243.87,0.0
415,170,60,1,258.64,0.0
416,171,60,4,258.64,0.1
417,171,51,4,668.84,0.0
418,171,38,1,42.41,0.0
419,171,31,4,226.2,0.1
420,172,43,5,21.61,0.0
421,172,49,3,243.87,0.15
422,173,32,4,797.15,0.05
423,174,52,4,418.28,0.0
424,174,8,2,226.02,0.15
425,174,25,2,570.34,0.0
426,175,22,5,376.07,0.0
427,175,13,4,351.99,0.05
428,175,58,2,513.56,0.15
429,175,32,3,797.15,0.0
430,176,55,5,791.37,0.1
431,177,36,3,377.98,0.0
432,177,39,1,561.15,0.15
433,177,37,5,432.84,0.05
434,178,23,2,565.71,0.0
435,179,1,3,208.48,0.0
436,179,30,5,609.68,0.0
437,180,58,5,513.56,0.0
438,180,27,3,362.74,0.05
439,180,3,2,309.08,0.0
440,180,22,1,376.07,0.05
441,181,17,5,82.96,0.0
442,181,33,2,392.49,0.0
443,182,60,2,258.64,0.05
444,182,48,4,362.06,0.05
445,182,2,2,343.82,0.0
446,182,37,3,432.84,0.0
447,183,39,2,561.15,0.0
448,183,5,4,811.2,0.05
449,184,49,1,243.87,0.05
450,184,23,2,565.71,0.1
451,185,55,2,791.37,0.0
452,185,9,4,311.56,0.0
453,185,23,2,565.71,0.0
454,185,7,4,273.71,0.0
455,186,10,2,325.6,0.0
456,187,55,1,791.37,0.0
457,187,21,4,178.11,0.05
458,187,14,2,212.54,0.0
459,187,36,1,377.98,0.0
460,188,5,4,811.2,0.05
461,188,30,1,609.68,0.0
462,188,35,2,54.49,0.0
463,188,50,4,97.37,0.0
464,189,12,5,548.22,0.1
465,189,43,5,21.61,0.05
466,190,18,2,128.39,0.1
467,190,50,5,97.37,0.1
468,191,51,1,668.84,0.15
469,192,49,2,243.87,0.1
470,193,25,4,570.34,0.0
471,193,53,2,308.18,0.15
472,193,13,4,351.99,0.0
473,193,24,5,147.49,0.0
474,194,30,3,609.68,0.1
475,195,35,2,54.49,0.05
476,195,5,3,811.2,0.0
477,195,44,2,695.1,0.0
478,196,35,1,54.49,0.0
479,196,14,4,212.54,0.1
480,197,21,4,178.11,0.1
481,198,10,4,325.6,0.0
482,198,6,4,690.18,0.1
483,199,39,1,561.15,0.15
484,199,16,2,208.35,0.0
485,199,11,1,383.12,0.15
486,200,11,5,383.12,0.1
487,200,52,3,418.28,0.0
488,201,58,4,513.56,0.1
489,201,60,3,258.64,0.1
490,201,50,1,97.37,0.0
491,201,41,3,343.67,0.15
492,202,11,5,383.12,0.15
493,202,34,1,23.93,0.0
494,203,51,3,668.84,0.15
495,203,2,3,343.82,0.0
496,203,58,3,513.56,0.05
497,203,8,3,226.02,0.05
498,204,41,3,343.67,0.0
499,204,21,2,178.11,0.1
500,205,10,3,325.6,0.15
501,205,9,5,311.56,0.0
502,206,34,1,23.93,0.0
503,207,11,2,383.12,0.1
504,207,48,1,362.06,0.05
505,207,27,5,362.74,0.0
506,208,13,3,351.99,0.1
507,208,11,1,383.12,0.0
508,208,46,4,471.36,0.0
509,209,2,1,343.82,0.0
510,209,3,3,309.08,0.15
511,209,55,3,791.37,0.1
512,209,14,5,212.54,0.15
513,210,40,4,577.23,0.15
514,210,32,4,797.15,0.0
515,210,34,3,23.93,0.0
516,211,27,1,362.74,0.15
517,211,30,5,609.68,0.15
518,211,55,2,791.37,0.0
519,212,54,1,523.27,0.0
520,213,21,1,178.11,0.0
521,213,60,3,258.64,0.0
522,213,39,3,561.15,0.0
523,214,39,2,561.15,0.0
524,215,40,3,577.23,0.0
525,215,43,3,21.61,0.15
526,215,14,4,212.54,0.0
527,215,41,3,343.67,0.1
528,216,5,3,811.2,0.1
529,216,49,4,243.87,0.1
530,216,32,2,797.15,0.15
531,216,35,1,54.49,0.0
532,217,37,2,432.84,0.0
533,217,36,4,377.98,0.0
534,218,10,2,325.6,0.1
535,218,53,3,308.18,0.0
536,218,2,3,343.82,0.0
537,218,11,3,383.12,0.05
538,219,15,4,302.27,0.1
539,219,35,4,54.49,0.0
540,219,26,5,657.97,0.15
541,219,7,5,273.71,0.15
542,220,28,2,386.2,0.0
543,221,8,3,226.02,0.0
544,221,43,2,21.61,0.1
545,221,14,4,212.54,0.1
546,222,16,1,208.35,0.1
547,222,38,2,42.41,0.0
548,222,32,3,797.15,0.0
549,222,29,4,44.82,0.0
550,223,54,3,523.27,0.0
551,223,35,1,54.49,0.1
552,224,26,3,657.97,0.0
553,224,17,3,82.96,0.1
554,224,23,2,565.71,0.15
555,225,1,4,208.48,0.05
556,225,25,2,570.34,0.0
557,225,45,3,300.59,0.0
558,225,12,3,548.22,0.0
559,226,38,4,42.41,0.05
560,226,33,5,392.49,0.0
561,226,24,1,147.49,0.0
562,226,18,3,128.39,0.0
563,227,17,3,82.96,0.0
564,227,9,1,311.56,0.0
565,227,13,1,351.99,0.0
566,227,7,2,273.71,0.05
567,228,20,3,234.06,0.0
568,228,33,3,392.49,0.15
569,229,8,3,226.02,0.05
570,229,12,4,548.22,0.05
571,229,9,3,311.56,0.15
572,230,25,5,570.34,0.05
573,230,58,3,513.56,0.0
574,231,19,3,560.98,0.15
575,231,55,3,791.37,0.0
576,232,36,3,377.98,0.15
577,232,58,2,513.56,0.05
578,233,30,2,609.68,0.0
579,233,10,5,325.6,0.0
580,233,9,2,311.56,0.15
581,233,32,5,797.15,0.0
582,234,1,4,208.48,0.0
583,234,33,1,392.49,0.05
584,234,53,2,308.18,0.1
585,234,57,3,148.16,0.05
586,235,42,3,255.34,0.0
587,235,31,5,226.2,0.05
588,236,45,5,300.59,0.0
589,236,39,4,561.15,0.0
590,236,28,1,386.2,0.15
591,236,46,5,471.36,0.0
592,237,45,3,300.59,0.1
593,237,17,1,82.96,0.15
594,237,10,4,325.6,0.15
595,237,39,5,561.15,0.0
596,238,9,3,311.56,0.15
597,239,21,4,178.11,0.0
598,240,15,1,302.27,0.1
599,240,41,4,343.67,0.15
600,241,35,2,54.49,0.0
601,241,7,5,273.71,0.0
602,241,16,1,208.35,0.05
603,242,28,2,386.2,0.0
604,242,12,2,548.22,0.15
605,243,49,4,243.87,0.1
606,243,12,2,548.22,0.1
607,244,37,5,432.84,0.0
608,245,12,3,548.22,0.0
609,245,36,5,377.98,0.05
610,245,4,5,464.52,0.0
611,246,55,5,791.37,0.05
612,246,50,5,97.37,0.05
613,246,46,1,471.36,0.0
614,247,13,5,351.99,0.15
615,248,36,2,377.98,0.1
616,248,49,1,243.87,0.0
617,248,38,2,42.41,0.1
618,249,11,5,383.12,0.0
619,249,35,2,54.49,0.15
620,250,27,2,362.74,0.15
621,250,24,1,147.49,0.0
622,251,15,3,302.27,0.0
623,251,47,5,300.91,0.05
624,251,54,1,523.27,0.1
625,252,27,3,362.74,0.0
626,252,12,2,548.22,0.05
627,252,37,5,432.84,0.0
628,252,29,1,44.82,0.0
629,253,5,5,811.2,0.0
630,253,23,4,565.71,0.0
631,254,27,2,362.74,0.0
632,255,49,3,243.87,0.1
633,256,55,4,791.37,0.0
634,257,37,4,432.84,0.0
635,258,7,2,273.71,0.05
636,259,19,4,560.98,0.05
637,259,56,4,494.99,0.15
638,259,32,2,797.15,0.15
639,259,44,1,695.1,0.15
640,260,8,5,226.02,0.0
641,260,57,2,148.16,0.0
642,261,15,2,302.27,0.0
643,261,10,1,325.6,0.15
644,261,11,4,383.12,0.1
645,262,41,3,343.67,0.0
646,263,12,2,548.22,0.0
647,263,2,4,343.82,0.0
648,264,39,1,561.15,0.0
649,264,28,4,386.2,0.1
650,264,1,5,208.48,0.0
651,265,55,4,791.37,0.0
652,265,10,1,325.6,0.0
653,265,20,4,234.06,0.0
654,266,8,4,226.02,0.15
655,266,38,1,42.41,0.0
656,267,3,3,309.08,0.1
657,267,41,3,343.67,0.15
658,267,6,3,690.18,0.0
659,268,23,1,565.71,0.0
660,269,5,2,811.2,0.1
661,269,59,3,638.24,0.05
662,270,43,1,21.61,0.15
663,271,1,2,208.48,0.0
664,271,10,5,325.6,0.0
665,272,3,5,309.08,0.0
666,272,20,4,234.06,0.15
667,273,57,1,148.16,0.05
668,273,7,1,273.71,0.1
669,273,60,2,258.64,0.0
670,273,56,1,494.99,0.0
671,274,40,3,577.23,0.15
672,274,18,3,128.39,0.1
673,274,35,2,54.49,0.0
674,274,59,1,638.24,0.15
675,275,1,4,208.48,0.0
676,275,31,5,226.2,0.0
677,275,3,5,309.08,0.0
678,276,55,3,791.37,0.0
679,276,43,2,21.61,0.0
680,276,5,4,811.2,0.0
681,276,9,2,311.56,0.05
682,277,39,4,561.15,0.0
683,278,6,3,690.18,0.1
684,278,10,2,325.6,0.15
685,278,34,5,23.93,0.15
686,279,51,2,668.84,0.0
687,279,26,2,657.97,0.0
688,279,54,5,523.27,0.0
689,280,43,5,21.61,0.1
690,281,51,4,668.84,0.0
691,281,45,5,300.59,0.0
692,281,9,1,311.56,0.0
693,282,46,1,471.36,0.0
694,282,2,4,343.82,0.1
695,282,48,5,362.06,0.1
696,283,21,1,178.11,0.0
697,283,39,2,561.15,0.0
698,284,31,1,226.2,0.0
699,284,6,3,690.18,0.15
700,285,22,4,376.07,0.0
701,286,48,5,362.06,0.05
702,286,55,2,791.37,0.0
703,286,33,2,392.49,0.1
704,286,42,4,255.34,0.15
705,287,59,3,638.24,0.05
706,288,40,5,577.23,0.0
707,288,3,2,309.08,0.05
708,288,28,1,386.2,0.0
709,288,17,1,82.96,0.0
710,289,1,5,208.48,0.0
711,289,5,1,811.2,0.0
712,290,60,2,258.64,0.05
713,290,20,1,234.06,0.05
714,290,57,4,148.16,0.1
715,290,44,3,695.1,0.1
716,291,30,3,609.68,0.05
717,292,37,1,432.84,0.0
718,292,40,1,577.23,0.0
719,292,29,5,44.82,0.05
720,292,6,1,690.18,0.05
721,293,6,1,690.18,0.0
722,294,35,2,54.49,0.0
723,294,42,1,255.34,0.15
724,294,43,2,21.61,0.1
725,295,2,3,343.82,0.0
726,295,28,5,386.2,0.15
727,295,8,1,226.02,0.1
728,295,9,2,311.56,0.0
729,296,2,3,343.82,0.05
730,297,57,5,148.16,0.15
731,298,18,5,128.39,0.0
732,298,26,1,657.97,0.0
733,298,30,4,609.68,0.0
734,298,36,2,377.98,0.0
735,299,34,5,23.93,0.0
736,299,9,1,311.56,0.15
737,299,41,5,343.67,0.05
738,299,48,3,362.06,0.0
739,300,42,1,255.34,0.0
740,300,17,3,82.96,0.0
741,301,31,5,226.2,0.0
742,301,34,5,23.93,0.05
743,302,23,4,565.71,0.05
744,302,10,3,325.6,0.1
745,302,48,5,362.06,0.1
746,303,24,5,147.49,0.0
747,303,54,1,523.27,0.0
748,303,20,2,234.06,0.0
749,303,45,2,300.59,0.0
750,304,33,1,392.49,0.0
751,304,28,2,386.2,0.05
752,304,11,5,383.12,0.05
753,304,40,1,577.23,0.0
754,305,39,2,561.15,0.0
755,305,41,1,343.67,0.15
756,305,20,3,234.06,0.0
757,306,10,2,325.6,0.05
758,307,55,2,791.37,0.15
759,307,1,1,208.48,0.0
760,307,39,1,561.15,0.15
761,308,33,5,392.49,0.05
762,308,13,5,351.99,0.15
763,308,31,3,226.2,0.0
764,309,42,2,255.34,0.1
765,309,8,5,226.02,0.15
766,309,24,5,147.49,0.0
767,309,15,4,302.27,0.0
768,310,52,3,418.28,0.15
769,310,39,3,561.15,0.05
770,311,34,5,23.93,0.0
771,312,1,2,208.48,0.0
772,312,36,4,377.98,0.0
773,313,52,4,418.28,0.1
774,313,9,2,311.56,0.0
775,313,21,5,178.11,0.1
776,313,6,1,690.18,0.1
777,314,3,4,309.08,0.1
778,314,2,2,343.82,0.15
779,314,1,1,208.48,0.15
780,315,48,2,362.06,0.0
781,316,24,4,147.49,0.1
782,316,1,1,208.48,0.1
783,317,29,4,44.82,0.15
784,317,18,5,128.39,0.0
785,318,28,5,386.2,0.1
786,318,32,3,797.15,0.15
787,318,23,1,565.71,0.15
788,318,25,2,570.34,0.05
789,319,42,5,255.34,0.05
790,319,5,3,811.2,0.1
791,320,41,2,343.67,0.1
792,321,18,5,128.39,0.15
793,321,29,3,44.82,0.05
794,321,36,2,377.98,0.0
795,322,44,4,695.1,0.1
796,323,55,5,791.37,0.05
797,323,51,2,668.84,0.0
798,324,41,4,343.67,0.1
799,324,34,3,23.93,0.0
800,324,45,3,300.59,0.15
801,324,2,4,343.82,0.1
802,325,59,3,638.24,0.15
803,326,35,3,54.49,0.05
804,326,50,4,97.37,0.15
805,326,5,5,811.2,0.0
806,326,11,3,383.12,0.0
807,327,56,5,494.99,0.0
808,327,7,3,273.71,0.0
809,327,40,5,577.23,0.0
810,327,25,1,570.34,0.0
811,328,48,4,362.06,0.05
812,328,41,5,343.67,0.0
813,328,18,2,128.39,0.0
814,329,54,1,523.27,0.0
815,329,32,4,797.15,0.0
816,329,59,3,638.24,0.0
817,330,7,2,273.71,0.15
818,331,21,2,178.11,0.0
819,331,17,1,82.96,0.1
820,331,33,5,392.49,0.0
821,332,37,4,432.84,0.05
822,332,31,1,226.2,0.15
823,332,26,5,657.97,0.0
824,333,48,1,362.06,0.0
825,333,60,3,258.64,0.15
826,334,46,5,471.36,0.0
827,335,20,3,234.06,0.0
828,335,36,4,377.98,0.1
829,335,26,1,657.97,0.0
830,335,17,1,82.96,0.1
831,336,24,5,147.49,0.1
832,336,44,5,695.1,0.0
833,336,35,1,54.49,0.0
834,337,18,1,128.39,0.0
835,337,27,2,362.74,0.1
836,338,3,3,309.08,0.15
837,338,29,4,44.82,0.15
838,339,27,4,362.74,0.0
839,340,31,5,226.2,0.0
840,341,9,2,311.56,0.0
841,341,15,2,302.27,0.05
842,341,30,2,609.68,0.0
843,341,1,3,208.48,0.05
844,342,41,5,343.67,0.0
845,342,35,2,54.49,0.15
846,342,27,3,362.74,0.05
847,342,34,2,23.93,0.0
848,343,51,3,668.84,0.1
849,344,13,2,351.99,0.0
850,344,55,4,791.37,0.15
851,344,51,3,668.84,0.05
852,344,40,4,577.23,0.0
853,345,4,1,464.52,0.0
854,345,35,2,54.49,0.1
855,346,2,4,343.82,0.0
856,346,43,3,21.61,0.0
857,346,17,4,82.96,0.1
858,347,24,2,147.49,0.0
859,348,13,4,351.99,0.0
860,348,17,5,82.96,0.0
861,348,60,3,258.64,0.0
862,348,55,5,791.37,0.0
863,349,4,3,464.52,0.15
864,349,14,2,212.54,0.1
865,349,13,2,351.99,0.0
866,350,21,5,178.11,0.0
867,350,13,1,351.99,0.05
868,351,35,4,54.49,0.15
869,351,3,2,309.08,0.0
870,351,18,5,128.39,0.05
871,351,43,2,21.61,0.0
