order_id,customer_id,region_id,order_date,channel,status
133,452,6,2025-02-22,web,completed
134,1327,5,2025-02-10,sales_rep,completed
135,3640,4,2025-02-26,sales_rep,completed
136,3407,3,2025-02-16,sales_rep,completed
137,2138,1,2025-02-02,web,completed
138,762,4,2025-02-03,partner,completed
139,2422,5,2025-02-13,sales_rep,completed
140,860,5,2025-02-16,web,completed
141,2678,6,2025-02-20,partner,completed
142,4508,4,2025-02-01,partner,completed
143,979,3,2025-02-07,web,completed
144,590,6,2025-02-06,sales_rep,completed
145,3689,6,2025-02-23,web,completed
146,122,5,2025-02-23,web,completed
147,4918,2,2025-02-17,web,completed
148,3875,4,2025-02-11,mobile,completed
149,2017,3,2025-02-24,sales_rep,completed
150,1813,5,2025-02-01,web,completed
151,1935,1,2025-02-07,mobile,completed
152,1984,5,2025-02-07,web,completed
153,4198,1,2025-02-25,sales_rep,completed
154,4000,4,2025-02-12,partner,completed
155,1023,6,2025-02-20,web,completed
156,900,4,2025-02-11,mobile,completed
157,2703,2,2025-02-11,mobile,completed
158,3252,5,2025-02-09,web,completed
159,3636,3,2025-02-28,sales_rep,completed
160,1568,4,2025-02-02,partner,completed
161,2413,6,2025-02-22,sales_rep,completed
162,522,1,2025-02-22,web,completed
163,2279,3,2025-02-13,web,completed
164,3438,4,2025-02-17,sales_rep,completed
165,1523,2,2025-02-20,mobile,completed
166,1594,1,2025-02-06,mobile,completed
167,2312,1,2025-02-01,sales_rep,completed
168,4334,6,2025-02-15,partner,completed
169,3021,3,2025-02-26,sales_rep,completed
170,4596,1,2025-02-13,sales_rep,completed
171,309,2,2025-02-25,sales_rep,completed
172,4246,2,2025-02-08,partner,completed
173,219,3,2025-02-18,mobile,completed
174,1612,1,2025-02-16,web,completed
175,2133,4,2025-02-15,web,completed
176,1183,5,2025-02-23,mobile,completed
177,4947,3,2025-02-08,mobile,completed
178,4465,3,2025-02-22,sales_rep,completed
179,2857,4,2025-02-24,sales_rep,completed
180,2265,1,2025-02-22,web,completed
181,3809,4,2025-02-13,mobile,completed
182,3539,4,2025-02-24,mobile,completed
183,2404,4,2025-02-21,partner,completed
184,4136,6,2025-02-09,web,completed
185,965,6,2025-02-22,web,completed
186,1389,6,2025-02-09,sales_rep,completed
187,89,5,2025-02-12,sales_rep,completed
188,596,5,2025-02-06,mobile,completed
189,994,3,2025-02-27,sales_rep,completed
190,3125,3,2025-02-07,sales_rep,completed
191,4278,5,2025-02-01,web,completed
192,2951,1,2025-02-01,web,completed
193,2228,6,2025-02-06,sales_rep,completed
194,1352,3,2025-02-18,partner,completed
195,508,2,2025-02-12,partner,completed
196,2924,4,2025-02-06,sales_rep,completed
197,705,1,2025-02-10,web,completed
198,3952,2,2025-02-25,mobile,completed
199,2045,2,2025-02-03,web,completed
200,1751,6,2025-02-14,partner,completed
201,134,4,2025-02-01,sales_rep,completed
202,1212,5,2025-02-14,partner,completed
203,67,6,2025-02-25,mobile,completed
204,3626,5,2025-02-06,partner,completed
205,2450,2,2025-02-13,sales_rep,completed
206,3930,5,2025-02-11,sales_rep,completed
207,2827,3,2025-02-28,web,completed
208,4772,5,2025-02-27,web,completed
209,3919,1,2025-02-05,partner,completed
210,738,3,2025-02-17,mobile,completed
211,584,1,2025-02-27,sales_rep,completed
212,4447,2,2025-02-18,web,completed
213,1346,6,2025-02-15,mobile,completed
214,3826,6,2025-02-12,sales_rep,completed
215,3143,3,2025-02-19,sales_rep,completed
216,3510,3,2025-02-20,mobile,completed
217,1334,5,2025-02-26,mobile,completed
218,1566,3,2025-02-20,web,completed
219,2775,4,2025-02-03,partner,completed
220,111,2,2025-02-16,sales_rep,completed
221,1559,6,2025-02-04,mobile,completed
222,2538,3,2025-02-20,partner,completed
223,1023,6,2025-02-02,partner,completed
224,1429,2,2025-02-05,web,completed
225,4918,2,2025-02-23,web,completed
226,1450,1,2025-02-11,partner,completed
227,4513,1,2025-02-04,sales_rep,completed
228,4636,5,2025-02-27,web,completed
229,3370,1,2025-02-12,web,completed
230,765,3,2025-02-08,web,completed
231,1029,4,2025-02-22,web,completed
232,4672,5,2025-02-07,sales_rep,completed
233,8,5,2025-02-14,partner,completed
234,2520,6,2025-02-28,web,completed
235,2982,1,2025-02-03,mobile,completed
236,4192,3,2025-02-18,sales_rep,completed
237,4476,2,2025-02-26,web,completed
238,1418,3,2025-02-28,partner,completed
239,2513,6,2025-02-03,mobile,completed
240,3170,4,2025-02-02,web,completed
241,4826,3,2025-02-01,mobile,completed
242,2783,5,2025-02-15,web,completed
243,610,6,2025-02-07,web,completed
244,4621,4,2025-02-07,mobile,completed
245,2563,5,2025-02-14,mobile,completed
246,897,4,2025-02-13,sales_rep,completed
247,952,2,2025-02-15,sales_rep,completed
248,1023,6,2025-02-24,partner,completed
249,3607,2,2025-02-21,sales_rep,completed
250,4745,5,2025-02-20,sales_rep,completed
251,2207,1,2025-02-28,mobile,completed
252,490,4,2025-02-14,sales_rep,completed
253,4443,5,2025-02-24,sales_rep,completed
254,3174,3,2025-02-21,mobile,completed
255,2854,1,2025-02-26,partner,completed
256,303,1,2025-02-04,partner,completed
257,4854,1,2025-02-01,sales_rep,completed
258,385,1,2025-02-07,web,completed
259,3053,5,2025-02-27,mobile,completed
260,2986,4,2025-02-21,partner,completed
261,2570,6,2025-02-25,mobile,completed
262,2757,6,2025-02-25,mobile,completed
263,1990,6,2025-02-13,web,completed
264,2866,1,2025-02-01,partner,completed
265,1820,2,2025-02-06,partner,completed
266,2369,1,2025-02-21,partner,completed
267,3391,2,2025-02-25,partner,completed
268,3712,6,2025-02-18,web,completed
269,767,4,2025-02-15,mobile,completed
270,4961,3,2025-02-14,mobile,completed
271,484,5,2025-02-21,partner,completed
272,1379,4,2025-02-16,sales_rep,completed
273,1735,6,2025-02-11,sales_rep,completed
274,1618,4,2025-02-15,web,completed
275,1760,4,2025-02-06,partner,completed
276,1616,2,2025-02-09,partner,completed
277,2181,5,2025-02-17,sales_rep,completed
278,3817,3,2025-02-22,sales_rep,completed
279,4138,2,2025-02-02,web,completed
280,1741,3,2025-02-01,partner,completed
281,1293,3,2025-02-03,mobile,completed
282,3384,6,2025-02-10,partner,completed
283,298,3,2025-02-11,mobile,completed
284,2230,6,2025-02-16,sales_rep,completed
285,1101,3,2025-02-02,mobile,completed
286,3040,2,2025-02-05,partner,completed
287,392,2,2025-02-07,mobile,completed
288,4146,2,2025-02-21,partner,completed
289,1350,4,2025-02-07,sales_rep,completed
290,2571,5,2025-02-05,sales_rep,completed
291,2862,6,2025-02-13,sales_rep,completed
292,2376,6,2025-02-09,sales_rep,completed
293,2240,6,2025-02-26,sales_rep,completed
294,1335,4,2025-02-22,sales_rep,completed
295,3863,2,2025-02-22,mobile,completed
296,2580,4,2025-02-11,sales_rep,completed
297,1079,3,2025-02-12,mobile,completed
298,1313,5,2025-02-11,partner,completed
299,2194,2,2025-02-12,partner,completed
300,4218,3,2025-02-07,sales_rep,completed
301,4807,3,2025-02-03,web,completed
302,1945,3,2025-02-06,sales_rep,completed
303,1976,1,2025-02-16,web,completed
304,646,2,2025-02-13,web,completed
305,2729,4,2025-02-25,sales_rep,completed
306,1200,4,2025-02-28,mobile,completed
307,4098,1,2025-02-21,mobile,completed
308,2673,6,2025-02-16,web,completed
309,1110,1,2025-02-25,web,completed
310,4582,6,2025-02-05,sales_rep,completed
311,4078,4,2025-02-22,web,completed
312,1503,2,2025-02-23,sales_rep,completed
313,601,4,2025-02-13,mobile,completed
314,1322,2,2025-02-23,partner,completed
315,1884,6,2025-02-01,sales_rep,completed
316,2033,1,2025-02-19,partner,completed
317,4112,3,2025-02-05,partner,completed
318,4839,6,2025-02-01,sales_rep,completed
319,3737,3,2025-02-17,web,completed
320,4227,3,2025-02-16,web,completed
321,626,2,2025-02-16,partner,completed
322,749,2,2025-02-19,partner,completed
323,4541,4,2025-02-16,mobile,completed
324,3069,1,2025-02-16,partner,completed
325,1179,2,2025-02-05,mobile,completed
326,3960,2,2025-02-27,partner,completed
327,875,5,2025-02-21,sales_rep,completed
328,3841,6,2025-02-19,mobile,completed
329,4416,3,2025-02-06,partner,completed
330,2445,4,2025-02-15,web,completed
331,3282,5,2025-02-13,mobile,completed
332,3660,3,2025-02-23,sales_rep,completed
333,4402,1,2025-02-05,web,completed
334,2918,6,2025-02-15,sales_rep,completed
335,1468,3,2025-02-16,sales_rep,completed
336,1008,4,2025-02-27,sales_rep,completed
337,1778,1,2025-02-24,partner,completed
338,281,2,2025-02-23,web,completed
339,3494,5,2025-02-04,partner,completed
340,1848,4,2025-02-11,mobile,completed
341,3558,3,2025-02-12,sales_rep,completed
342,310,1,2025-02-02,web,completed
343,1610,1,2025-02-28,sales_rep,completed
344,1976,1,2025-02-05,web,completed
345,438,6,2025-02-10,partner,completed
346,4145,1,2025-02-03,mobile,completed
347,2988,5,2025-02-03,partner,completed
348,4222,4,2025-02-19,mobile,completed
349,4010,1,2025-02-18,web,completed
350,171,1,2025-02-15,sales_rep,completed
351,4327,6,2025-02-20,partner,completed
352,348,6,2025-02-22,mobile,completed
353,4356,5,2025-02-19,web,completed
354,3350,5,2025-02-27,mobile,completed
355,4098,1,2025-02-25,partner,completed
356,2500,6,2025-02-02,mobile,completed
357,801,1,2025-02-14,sales_rep,completed
358,747,4,2025-02-04,partner,completed
359,594,6,2025-02-09,mobile,completed
360,4028,3,2025-02-28,partner,completed
361,2668,6,2025-02-22,mobile,completed
362,1083,6,2025-02-15,web,completed
363,625,4,2025-02-23,sales_rep,completed
364,391,5,2025-02-19,sales_rep,completed
365,1291,2,2025-02-17,partner,completed
366,3748,6,2025-02-03,partner,completed
367,4463,4,2025-02-08,partner,completed
368,3041,3,2025-02-08,mobile,completed
369,4979,6,2025-02-26,sales_rep,completed
370,1973,5,2025-02-27,web,completed
371,1663,2,2025-02-05,sales_rep,completed
372,3464,1,2025-02-09,partner,completed
373,674,1,2025-02-20,web,completed
374,4557,1,2025-02-10,partner,completed
375,3901,4,2025-02-08,web,completed
376,171,1,2025-02-17,web,completed
377,937,1,2025-02-18,web,completed
378,3139,3,2025-02-08,web,completed
379,3693,2,2025-02-09,web,completed
380,1091,4,2025-02-26,sales_rep,completed
381,3735,2,2025-02-11,mobile,completed
382,2371,1,2025-02-21,web,completed
383,3377,4,2025-02-19,mobile,completed
384,2120,5,2025-02-01,mobile,completed
385,2272,2,2025-02-23,partner,completed
386,1950,2,2025-02-15,mobile,completed
387,785,3,2025-02-15,sales_rep,completed
388,952,2,2025-02-19,web,completed
389,839,1,2025-02-19,web,completed
390,4014,3,2025-02-02,web,completed
391,2117,6,2025-02-07,sales_rep,completed
392,1898,6,2025-02-15,web,completed
393,4279,5,2025-02-03,mobile,completed
394,4436,6,2025-02-04,web,completed
395,1170,6,2025-02-04,web,completed
396,1774,3,2025-02-12,web,completed
397,2059,3,2025-02-10,sales_rep,completed
398,4199,6,2025-02-27,mobile,completed
399,3359,2,2025-02-26,sales_rep,completed
400,2723,1,2025-02-11,sales_rep,completed
401,1176,3,2025-02-16,web,completed
402,1929,2,2025-02-04,mobile,completed
403,145,6,2025-02-27,web,completed
404,3521,5,2025-02-27,sales_rep,completed
405,4595,4,2025-02-23,partner,completed
406,3934,5,2025-02-10,partner,completed
407,1547,5,2025-02-20,mobile,completed
408,2414,4,2025-02-26,web,completed
409,4789,2,2025-02-11,mobile,completed
410,2128,4,2025-02-27,partner,completed
411,4196,3,2025-02-28,web,completed
412,2888,1,2025-02-13,partner,completed
413,2495,3,2025-02-20,web,completed
414,2926,2,2025-02-18,sales_rep,completed
415,1119,5,2025-02-04,sales_rep,completed
416,2128,4,2025-02-10,web,completed
417,1522,5,2025-02-16,partner,completed
418,3789,6,2025-02-16,sales_rep,completed
419,3062,2,2025-02-15,sales_rep,completed
420,1999,2,2025-02-22,partner,completed
421,4113,1,2025-02-02,sales_rep,completed
422,2265,1,2025-02-15,mobile,completed
423,4767,4,2025-02-22,sales_rep,completed
424,3027,1,2025-02-01,mobile,completed
425,4429,5,2025-02-24,partner,completed
426,4935,3,2025-02-22,partner,completed
427,1635,3,2025-02-06,mobile,completed
428,1304,6,2025-02-15,web,completed
429,4179,3,2025-02-23,mobile,completed
430,1160,3,2025-02-21,mobile,completed
431,3761,2,2025-02-27,partner,completed
432,885,5,2025-02-05,sales_rep,completed
433,4350,3,2025-02-28,sales_rep,completed
434,3448,4,2025-02-04,mobile,completed
435,2606,5,2025-02-09,web,completed
436,2246,5,2025-02-12,sales_rep,completed
437,3187,5,2025-02-03,web,completed
438,1944,1,2025-02-07,partner,completed
439,1989,2,2025-02-12,mobile,completed
440,1021,1,2025-02-27,sales_rep,completed
441,790,1,2025-02-16,partner,completed
442,4456,1,2025-02-20,mobile,completed
443,3747,3,2025-02-14,partner,completed
444,2216,3,2025-02-08,mobile,completed
445,4159,2,2025-02-11,partner,completed
446,3039,2,2025-02-21,sales_rep,completed
447,2996,4,2025-02-17,web,completed
448,563,3,2025-02-07,web,completed
449,2692,4,2025-02-14,mobile,completed
450,540,1,2025-02-21,web,completed
451,3420,2,2025-02-21,sales_rep,completed
452,337,6,2025-02-01,mobile,completed
453,2572,6,2025-02-19,web,completed
454,1837,6,2025-02-12,sales_rep,completed
455,655,4,2025-02-22,sales_rep,completed
456,2365,5,2025-02-18,sales_rep,completed
457,1004,6,2025-02-23,web,completed
458,1223,6,2025-02-21,web,completed
459,4450,6,2025-02-27,web,completed
460,1749,5,2025-02-10,sales_rep,completed
461,2020,3,2025-02-10,partner,completed
462,32,2,2025-02-26,partner,completed
463,1503,2,2025-02-19,web,completed
464,1756,2,2025-02-02,sales_rep,completed
465,3596,2,2025-02-03,sales_rep,completed
466,596,5,2025-02-22,web,completed
467,4650,2,2025-02-09,mobile,completed
468,642,6,2025-02-18,partner,completed
469,3264,6,2025-02-06,mobile,completed
470,23,2,2025-02-14,web,completed
471,4099,5,2025-02-24,web,completed
472,3482,2,2025-02-18,partner,completed
473,4188,2,2025-02-23,mobile,completed
474,4657,1,2025-02-26,mobile,completed
475,4170,5,2025-02-03,mobile,completed
476,3108,3,2025-02-05,web,completed
477,4193,5,2025-02-26,web,completed
478,482,5,2025-02-20,sales_rep,completed
479,3227,4,2025-02-01,partner,completed
480,4949,2,2025-02-05,sales_rep,completed
481,1886,2,2025-02-08,mobile,completed
482,4878,3,2025-02-16,sales_rep,completed
483,2534,2,2025-02-02,web,completed
484,2342,3,2025-02-18,mobile,completed
485,1501,4,2025-02-01,partner,completed
486,540,1,2025-02-03,sales_rep,completed
487,4382,1,2025-02-02,partner,completed
488,3604,4,2025-02-17,sales_rep,completed
489,2002,1,2025-02-21,sales_rep,completed
490,4808,6,2025-02-03,partner,completed
491,920,4,2025-02-23,mobile,completed
492,3894,2,2025-02-20,sales_rep,completed
493,2262,6,2025-02-15,sales_rep,completed
494,3122,6,2025-02-20,sales_rep,completed
495,187,1,2025-02-27,sales_rep,completed
496,3055,5,2025-02-09,web,completed
497,3396,5,2025-02-15,web,completed
498,4890,3,2025-02-14,partner,completed
499,1731,5,2025-02-23,partner,completed
500,366,4,2025-02-13,sales_rep,completed
501,309,2,2025-02-15,partner,completed
502,748,2,2025-02-11,sales_rep,completed
503,1498,5,2025-02-08,mobile,completed
504,4155,2,2025-02-13,web,completed
505,976,2,2025-02-03,partner,completed
506,726,1,2025-02-20,mobile,completed
507,160,5,2025-02-19,web,completed
508,1917,2,2025-02-01,mobile,completed
509,3018,2,2025-02-09,web,completed
510,1408,6,2025-02-20,sales_rep,completed
511,2478,2,2025-02-06,web,completed
512,1218,5,2025-02-23,partner,completed
513,4001,2,2025-02-12,partner,completed
514,129,4,2025-02-11,partner,completed
515,1004,6,2025-02-21,partner,completed
516,2832,5,2025-02-06,sales_rep,completed
517,4213,3,2025-02-07,sales_rep,completed
518,2007,3,2025-02-14,sales_rep,completed
519,349,2,2025-02-26,partner,completed
520,2758,4,2025-02-23,sales_rep,completed
521,1352,3,2025-02-12,mobile,completed
522,1523,2,2025-02-21,web,completed
523,4612,2,2025-02-14,partner,completed
524,4708,4,2025-02-04,sales_rep,completed
525,1294,1,2025-02-28,web,completed
526,2957,1,2025-02-16,sales_rep,completed
527,2705,1,2025-02-27,mobile,completed
528,4807,3,2025-02-15,sales_rep,completed
529,4732,5,2025-02-20,partner,completed
530,1751,6,2025-02-15,sales_rep,completed
531,128,5,2025-02-07,mobile,completed
532,12,6,2025-02-14,web,completed
533,24,6,2025-02-16,sales_rep,completed
534,3907,5,2025-02-23,partner,completed
535,3700,5,2025-02-13,mobile,completed
536,4137,6,2025-02-04,sales_rep,completed
537,698,4,2025-02-27,web,completed
538,294,2,2025-02-08,mobile,completed
539,853,6,2025-02-03,mobile,completed
540,3127,5,2025-02-02,mobile,completed
541,45,1,2025-02-02,mobile,completed
542,3306,2,2025-02-12,partner,completed
543,4445,5,2025-02-07,partner,completed
544,729,3,2025-02-12,sales_rep,completed
545,3695,3,2025-02-26,sales_rep,completed
546,2763,3,2025-02-19,web,completed
547,4721,4,2025-02-04,web,completed
548,1216,1,2025-02-03,web,completed
549,1135,4,2025-02-21,partner,completed
550,83,1,2025-02-03,web,completed
551,3526,2,2025-02-13,mobile,completed
552,4335,6,2025-02-12,mobile,completed
553,94,3,2025-02-09,sales_rep,completed
554,2459,3,2025-02-15,mobile,completed
555,3621,6,2025-02-25,partner,completed
556,3909,2,2025-02-10,mobile,completed
557,4652,6,2025-02-19,sales_rep,completed
558,3615,5,2025-02-28,web,completed
559,4603,2,2025-02-12,mobile,completed
560,4969,1,2025-02-16,web,completed
561,4638,3,2025-02-22,web,completed
562,2190,4,2025-02-27,mobile,completed
563,2036,6,2025-02-28,sales_rep,completed
564,2138,1,2025-02-04,web,completed
565,4754,6,2025-02-22,partner,completed
566,1409,1,2025-02-26,mobile,completed
567,3762,4,2025-02-13,mobile,completed
568,3126,6,2025-02-19,partner,completed
569,309,2,2025-02-22,mobile,completed
570,2431,1,2025-02-26,web,completed
571,974,3,2025-02-20,partner,completed
572,3644,3,2025-02-22,mobile,completed
573,2237,2,2025-02-28,mobile,completed
574,1783,1,2025-02-19,mobile,completed
575,329,1,2025-02-21,mobile,completed
576,655,4,2025-02-23,partner,completed
577,3821,1,2025-02-08,sales_rep,completed
578,4313,3,2025-02-22,sales_rep,completed
579,1456,1,2025-02-17,web,completed
580,4141,5,2025-02-02,sales_rep,completed
581,2761,1,2025-02-03,web,completed
582,1756,2,2025-02-05,partner,completed
583,2258,4,2025-02-28,sales_rep,completed
584,3452,1,2025-02-14,mobile,completed
585,4546,5,2025-02-07,mobile,completed
586,2463,3,2025-02-15,partner,completed
587,1734,6,2025-02-02,partner,completed
588,3805,1,2025-02-02,sales_rep,completed
589,2626,4,2025-02-02,partner,completed
590,1951,6,2025-02-02,mobile,completed
591,2299,2,2025-02-23,partner,completed
592,2679,4,2025-02-11,sales_rep,completed
593,702,4,2025-02-10,sales_rep,completed
594,290,3,2025-02-04,partner,completed
595,3324,4,2025-02-11,web,completed
596,875,5,2025-02-24,mobile,completed
597,2659,5,2025-02-20,mobile,completed
598,3909,2,2025-02-01,sales_rep,completed
599,1075,3,2025-02-01,sales_rep,completed
600,1908,1,2025-02-12,web,completed
601,4892,4,2025-02-18,mobile,completed
602,176,3,2025-02-28,partner,completed
603,3779,6,2025-02-03,sales_rep,completed
604,839,1,2025-02-15,web,completed
605,4529,3,2025-02-27,web,completed
606,2058,5,2025-02-11,web,completed
607,34,4,2025-02-12,partner,completed
608,3590,6,2025-02-05,sales_rep,completed
609,737,5,2025-02-03,partner,completed
610,1818,2,2025-02-16,mobile,completed
611,2512,6,2025-02-13,sales_rep,completed
612,3726,6,2025-02-11,mobile,completed
613,2095,1,2025-02-12,mobile,completed
614,4291,1,2025-02-13,sales_rep,completed
615,2409,3,2025-02-11,sales_rep,completed
616,1706,6,2025-02-18,sales_rep,completed
617,1686,4,2025-02-03,web,completed
618,4002,6,2025-02-14,sales_rep,completed
619,3325,3,2025-02-26,mobile,completed
620,635,2,2025-02-05,sales_rep,completed
621,3752,5,2025-02-15,partner,completed
622,2077,3,2025-02-25,sales_rep,completed
623,1745,2,2025-02-15,mobile,completed
624,488,4,2025-02-16,web,completed
625,4992,4,2025-02-16,mobile,completed
626,2196,5,2025-03-28,mobile,completed
627,4530,4,2025-03-17,mobile,completed
628,1052,3,2025-03-08,mobile,completed
629,4172,2,2025-03-31,sales_rep,completed
630,3625,5,2025-03-27,partner,completed
631,4444,3,2025-03-29,web,completed
632,665,4,2025-03-26,sales_rep,completed
633,4474,1,2025-03-12,mobile,completed
634,4544,4,2025-03-15,partner,completed
635,1480,3,2025-03-01,sales_rep,completed
636,3125,3,2025-03-24,sales_rep,completed
637,2934,3,2025-03-07,mobile,completed
638,245,4,2025-03-02,partner,completed
639,2627,6,2025-03-07,sales_rep,completed
640,3295,2,2025-03-02,partner,completed
641,1026,1,2025-03-21,partner,completed
642,1808,3,2025-03-13,partner,completed
643,2928,2,2025-03-02,partner,completed
644,4649,2,2025-03-13,mobile,completed
645,303,1,2025-03-12,partner,completed
646,4681,2,2025-03-24,sales_rep,completed
647,4081,6,2025-03-07,sales_rep,completed
648,4230,1,2025-03-22,web,completed
649,239,2,2025-03-02,partner,completed
650,2840,6,2025-03-02,mobile,completed
651,1844,6,2025-03-16,mobile,completed
652,4596,1,2025-03-04,web,completed
653,3705,6,2025-03-12,sales_rep,completed
654,3250,3,2025-03-15,mobile,completed
655,139,3,2025-03-13,partner,completed
656,4376,4,2025-03-01,partner,completed
657,2449,5,2025-03-22,web,completed
658,801,1,2025-03-08,mobile,completed
659,4371,4,2025-03-14,partner,completed
660,4521,6,2025-03-23,web,completed
661,2484,2,2025-03-08,sales_rep,completed
662,3308,1,2025-03-09,mobile,completed
663,3053,5,2025-03-11,partner,completed
664,1517,3,2025-03-15,sales_rep,completed
665,3742,2,2025-03-15,mobile,completed
666,4990,6,2025-03-12,sales_rep,completed
667,4671,1,2025-03-21,partner,completed
668,3435,2,2025-03-17,partner,completed
669,1802,3,2025-03-01,web,completed
670,4543,6,2025-03-26,partner,completed
671,4638,3,2025-03-01,mobile,completed
672,28,5,2025-03-03,sales_rep,completed
673,1693,4,2025-03-18,partner,completed
674,2762,3,2025-03-02,mobile,completed
675,2890,2,2025-03-03,partner,completed
676,3563,3,2025-03-13,web,completed
677,2569,3,2025-03-03,partner,completed
