customer_id,name,segment,region_id,signup_date,status
43,Rodriguez LLC,SMB,5,2025-12-25,churned
44,Allen-Allen,SMB,3,2025-09-02,active
45,"Arroyo, Miller and Tucker",SMB,1,2025-02-22,churned
46,Spence PLC,SMB,6,2025-11-08,active
47,Anderson Group,Enterprise,3,2026-08-21,active
48,"Martin, Rose and Obrien",SMB,6,2025-05-13,churned
49,Hickman Ltd,SMB,5,2025-07-28,active
50,"Harris, Collins and Carney",SMB,5,2025-05-26,active
51,"Brooks, Lam and Hayes",SMB,5,2025-04-17,active
52,Walker LLC,SMB,2,2025-06-20,active
53,Chapman and Sons,Mid-Market,3,2026-01-13,active
54,"Robinson, Jones and Welch",Enterprise,3,2026-05-19,churned
55,Jones Inc,SMB,3,2026-03-26,active
56,Jones-Young,Mid-Market,1,2026-05-14,active
57,"Washington, Ryan and Cummings",SMB,4,2026-04-10,churned
58,"Johnston, Sanchez and Kennedy",SMB,1,2025-09-21,churned
59,Lee-Davis,SMB,5,2026-07-31,active
60,Gomez-Jenkins,SMB,5,2025-05-16,active
61,"Brown, Valdez and Lucas",Mid-Market,6,2026-04-01,active
62,Powell LLC,Mid-Market,5,2025-04-09,active
63,Wright and Sons,Mid-Market,3,2026-05-10,active
64,"West, Henderson and Ramirez",SMB,6,2025-03-25,churned
65,Baxter Inc,Mid-Market,3,2025-06-12,churned
66,Morton-Chase,SMB,2,2025-09-26,active
67,Williams PLC,SMB,6,2026-03-28,churned
68,Novak and Sons,SMB,3,2025-02-28,active
69,Russell Group,Mid-Market,1,2025-07-06,active
70,Hancock Inc,Enterprise,3,2025-08-22,churned
71,Gray Group,SMB,5,2026-04-19,active
72,House-Glover,SMB,2,2026-09-06,churned
73,Henderson-Bernard,Mid-Market,3,2026-02-08,active
74,"Stanley, Tucker and Lee",Mid-Market,1,2025-12-05,churned
75,Novak PLC,SMB,5,2025-08-23,churned
76,"Daniels, Adkins and Brown",Mid-Market,3,2026-06-14,active
77,"Woods, Calhoun and Schmidt",Mid-Market,2,2025-04-06,active
78,Yu Inc,Mid-Market,2,2025-04-20,active
79,Jones Inc,SMB,4,2025-06-02,active
80,"Hensley, Powell and David",Enterprise,5,2025-07-13,active
81,"Sanchez, Wheeler and Harvey",SMB,6,2025-11-07,churned
82,Sandoval-Cunningham,Mid-Market,3,2026-08-28,active
83,Donovan-Harris,SMB,1,2026-03-02,active
84,"Edwards, Baker and Anderson",SMB,5,2025-09-21,active
85,"Evans, Stewart and Walton",SMB,4,2025-06-09,active
86,Smith PLC,SMB,5,2026-02-28,active
87,"Ferrell, Jones and Lewis",SMB,1,2025-07-04,active
88,Anderson-Bailey,SMB,2,2026-09-15,active
89,Suarez LLC,SMB,5,2025-11-17,active
90,Moore-Bass,SMB,5,2025-12-31,active
91,"Turner, Riggs and Roman",Mid-Market,3,2026-08-02,active
92,"Smith, Montoya and Evans",Mid-Market,5,2025-08-05,active
93,"Garcia, Humphrey and Baker",Mid-Market,6,2025-11-13,active
94,Newton and Sons,SMB,3,2025-12-20,active
95,Campbell-Clark,SMB,6,2025-07-15,active
96,Harris-Walters,Enterprise,2,2025-03-06,active
97,Wagner-King,SMB,2,2025-07-22,churned
98,Davis Group,SMB,5,2025-04-10,churned
99,Williams-Cook,Enterprise,4,2026-03-17,active
100,Walsh LLC,Enterprise,1,2025-02-05,active
101,Figueroa PLC,SMB,5,2025-08-11,active
102,"Patterson, Smith and Jones",Mid-Market,2,2026-07-21,active
103,"Mckee, Gardner and Davenport",SMB,5,2026-01-11,active
104,"Tran, Jordan and Williams",Mid-Market,1,2026-03-14,active
105,Nolan-Flynn,SMB,5,2026-03-13,active
106,Nolan and Sons,SMB,5,2025-07-31,active
107,"Wright, Garcia and Deleon",Mid-Market,5,2026-02-19,churned
108,Dickson-Brady,SMB,4,2025-06-15,active
109,Hancock and Sons,Mid-Market,3,2026-02-21,churned
110,Johnson-Doyle,SMB,5,2026-03-21,churned
111,Patton-Jenkins,Mid-Market,2,2026-07-16,active
112,"Shields, Cochran and Adams",Mid-Market,5,2026-08-12,active
113,"Rodriguez, Brennan and Garrison",SMB,4,2025-02-15,active
114,Gonzalez Group,Mid-Market,3,2025-08-01,active
115,Torres-Pope,SMB,4,2025-12-29,churned
116,Walker Ltd,SMB,4,2025-08-14,active
117,Ross LLC,SMB,1,2026-02-10,churned
118,Rasmussen LLC,Mid-Market,1,2026-07-03,active
119,May-Ross,Mid-Market,2,2025-07-07,active
120,"Rivera, Johnson and Wiley",Enterprise,1,2026-07-27,churned
121,White-Estes,Mid-Market,3,2026-07-20,churned
122,Johnson-Carlson,Enterprise,5,2026-08-08,churned
123,Chandler-Edwards,SMB,4,2025-03-17,active
124,"Joyce, Wilson and Lam",Enterprise,3,2025-07-28,active
125,Scott Ltd,SMB,6,2025-04-17,churned
126,Smith-Frost,SMB,4,2025-04-14,churned
127,"Mcdaniel, Bentley and Mclaughlin",SMB,1,2025-03-05,active
128,Diaz Inc,SMB,5,2025-10-25,active
129,"Mccall, Hanson and Alvarado",SMB,4,2025-03-25,active
130,Cortez LLC,SMB,4,2025-07-30,active
131,"Parker, Ortiz and Powell",SMB,4,2026-09-18,active
132,Spencer-Lee,SMB,4,2026-07-21,churned
133,"Bentley, Byrd and Orr",Mid-Market,1,2026-08-22,active
134,"Carroll, Sullivan and Bass",Mid-Market,4,2025-02-23,active
135,Mitchell-Jordan,SMB,5,2026-03-08,active
136,"Lawson, Morris and Ramos",SMB,2,2026-02-20,churned
137,"Lewis, Kennedy and Santana",SMB,4,2025-04-22,active
138,"Jackson, Miller and Robertson",SMB,1,2026-08-04,active
139,"Harvey, Davis and Crane",Mid-Market,3,2025-10-04,active
140,Chambers and Sons,SMB,3,2026-09-15,active
141,Hernandez Inc,Mid-Market,6,2025-04-11,active
142,Riggs PLC,Mid-Market,2,2026-03-01,active
143,Gibson Ltd,SMB,2,2025-04-21,active
144,"Lee, Horton and Snyder",Mid-Market,3,2026-08-30,churned
145,Hernandez Ltd,SMB,6,2026-02-04,active
146,Stafford Inc,Mid-Market,6,2025-03-18,active
147,Robinson-Brock,Mid-Market,1,2025-06-11,active
148,"Holmes, Williams and Wright",Mid-Market,2,2025-09-06,churned
149,Bryant Group,Mid-Market,5,2025-02-08,active
150,"Schmidt, Hansen and Stewart",Mid-Market,1,2025-02-06,active
151,Salazar-Ball,Enterprise,6,2026-08-15,active
152,"Simmons, Meadows and Griffin",SMB,2,2026-09-18,active
153,Manning Group,Mid-Market,6,2025-12-22,active
154,Green-Wright,Mid-Market,2,2026-08-02,active
155,"Ramirez, Strickland and Washington",SMB,3,2026-03-05,active
156,Hill Inc,Enterprise,4,2025-02-17,active
157,"Mitchell, Nelson and Flores",SMB,1,2026-04-09,active
158,"Miller, Hernandez and Reyes",SMB,4,2025-02-11,active
159,Mccarthy Inc,SMB,4,2026-06-10,active
160,Russell-Daniels,SMB,5,2025-09-11,active
161,Brown-Wall,Mid-Market,6,2025-04-27,active
162,Stein-Silva,SMB,4,2025-07-07,active
163,"Smith, Gilmore and Johnston",SMB,3,2026-03-22,churned
164,Smith-Bell,SMB,3,2026-06-29,active
165,Castaneda-Ashley,SMB,3,2026-01-12,active
166,Medina-Navarro,Mid-Market,5,2025-05-09,active
167,"Hurst, Freeman and Nelson",Mid-Market,2,2026-07-31,active
168,Johnson-Rogers,SMB,2,2026-05-26,churned
169,"Yates, Ramsey and Pittman",SMB,3,2025-10-07,active
170,Hooper PLC,SMB,1,2026-01-03,active
171,Meadows PLC,Mid-Market,1,2026-09-08,active
172,"Alvarado, Miller and Patterson",SMB,1,2025-09-17,churned
173,White-Green,SMB,5,2025-02-16,active
174,Lewis-Murphy,SMB,5,2025-04-30,active
175,Ramirez-Bean,SMB,5,2026-01-30,churned
176,King-Miller,SMB,3,2026-09-28,churned
177,Curry Inc,SMB,5,2026-04-25,active
178,Walker-Jones,Mid-Market,1,2026-02-10,active
179,"Williams, Johnson and Wright",Mid-Market,6,2025-08-15,active
180,Howell and Sons,SMB,4,2025-10-25,active
181,Wells Inc,Mid-Market,6,2025-02-24,active
182,"Gould, Marshall and Scott",Mid-Market,1,2025-09-13,active
183,Jackson-Lawson,SMB,3,2026-02-13,churned
184,"Higgins, Strickland and Martin",SMB,5,2026-08-03,active
185,Rodriguez-Johnson,SMB,3,2026-08-13,active
186,Johnston-Odonnell,Mid-Market,3,2026-06-13,active
187,Sanders-Espinoza,SMB,1,2025-02-14,active
188,Vargas Ltd,Mid-Market,3,2026-06-07,active
189,Garcia LLC,SMB,2,2025-06-13,active
190,"Burke, Martinez and Riggs",SMB,2,2026-02-09,churned
191,Reed Group,Enterprise,5,2026-08-28,active
192,"Wood, Hunter and Peterson",SMB,4,2026-07-24,active
193,Short-Garcia,Mid-Market,4,2026-03-10,churned
194,Reid-Poole,Enterprise,3,2025-08-01,active
195,"Hernandez, Thompson and Boyd",Mid-Market,6,2025-12-13,churned
196,"Nelson, Morton and Medina",SMB,1,2026-04-03,churned
197,Marshall-Petersen,Mid-Market,3,2025-12-09,churned
198,"Adams, Christian and Rivas",SMB,1,2025-10-04,active
199,Ramirez Group,SMB,3,2025-10-03,active
200,Christensen PLC,Mid-Market,6,2026-01-30,active
201,"Barnett, Rogers and Snyder",Mid-Market,3,2025-02-22,active
202,White-Lewis,SMB,6,2026-09-28,churned
203,Peterson-Beard,SMB,3,2025-04-03,churned
204,"Beard, Peters and Black",Mid-Market,5,2026-09-20,churned
205,Miller Ltd,Mid-Market,3,2025-02-22,active
206,Freeman-Chang,SMB,2,2025-12-08,churned
207,"Alvarez, Joseph and West",Mid-Market,5,2025-10-12,churned
208,Davis and Sons,SMB,6,2026-01-14,churned
209,Holt-Torres,SMB,2,2025-10-21,churned
210,"Wood, Tran and Cooper",Mid-Market,5,2026-07-29,active
211,"Pierce, Bell and Chavez",Enterprise,2,2025-02-11,active
212,King-Martinez,SMB,5,2026-09-21,active
213,Stewart Ltd,SMB,5,2026-03-25,churned
214,"Tapia, Vaughn and Lee",SMB,3,2026-05-18,active
215,"Washington, Hardy and Bray",Mid-Market,5,2025-04-26,active
216,"Carlson, Hooper and Wall",SMB,2,2025-03-12,churned
217,Perez-White,SMB,1,2025-09-29,active
218,Erickson and Sons,Enterprise,1,2025-08-15,churned
219,Williams-Brown,SMB,3,2026-05-21,active
220,Terry-Martinez,SMB,6,2026-07-29,active
221,Garcia-Smith,SMB,1,2025-10-18,active
222,Harrison-Alexander,Mid-Market,3,2026-05-12,active
223,Sheppard LLC,SMB,5,2025-03-09,active
224,Wilson-Jones,SMB,2,2026-04-26,active
225,Jones-Soto,SMB,5,2025-04-02,churned
226,Hernandez PLC,Mid-Market,2,2026-03-12,active
227,Miller-Wright,Mid-Market,5,2025-09-20,active
228,"Duran, Obrien and Gibbs",SMB,4,2025-10-10,churned
229,Rowe Group,SMB,4,2025-07-18,active
230,Kerr-Evans,Mid-Market,2,2025-10-03,active
231,"Branch, Torres and Oliver",SMB,3,2026-07-15,active
232,"Choi, Garcia and Farmer",SMB,6,2026-06-06,active
233,"Clark, Guerrero and Moore",SMB,1,2025-08-26,active
234,Arnold and Sons,SMB,5,2025-07-29,churned
235,Ortiz Ltd,SMB,3,2025-12-06,active
236,"Harrison, Johnson and Roberts",SMB,5,2026-03-23,active
237,Warner-Gibson,SMB,4,2025-05-22,active
238,"Hall, Baker and Moody",SMB,3,2026-04-17,active
239,"Guerrero, Peck and Coleman",Mid-Market,2,2026-08-29,active
240,"Walker, Hernandez and Baker",SMB,4,2026-06-27,active
241,Jones and Sons,SMB,1,2025-12-30,active
242,Larson-Holloway,Mid-Market,4,2025-08-13,active
243,Gonzales-Harrison,SMB,1,2025-08-16,active
244,Lyons-Bender,Mid-Market,4,2026-04-26,active
245,"Fernandez, Kim and George",SMB,4,2025-11-03,active
246,Navarro-Munoz,Mid-Market,1,2025-04-06,active
247,Davis Ltd,SMB,5,2026-03-18,active
248,"Matthews, Smith and Hubbard",SMB,3,2025-04-25,active
249,Johnston-Hines,SMB,5,2026-09-22,active
250,Ruiz Ltd,SMB,1,2025-10-11,active
251,Moon-White,SMB,2,2025-08-27,active
252,"Graham, Olsen and Costa",Mid-Market,3,2025-03-06,active
253,Bailey-Cook,Mid-Market,2,2025-05-13,active
254,"Garcia, Martin and Jenkins",SMB,2,2026-08-29,active
255,Roberts-Landry,Mid-Market,4,2025-12-23,active
256,"Johnson, Miller and King",Mid-Market,1,2026-08-01,churned
257,Cordova Group,Mid-Market,5,2026-09-03,active
258,"Bryan, Smith and Booth",Mid-Market,1,2025-03-02,active
259,Gutierrez-Lopez,Mid-Market,2,2025-09-19,active
260,Dean-Jimenez,SMB,4,2026-06-24,active
261,Wolf-Harris,Mid-Market,5,2025-11-28,churned
262,"Anderson, Roberts and Gilmore",Enterprise,2,2025-12-06,churned
263,Martinez-Dudley,SMB,2,2026-01-12,churned
264,"Lloyd, Mckinney and Collins",SMB,6,2026-04-02,active
265,Tran Inc,SMB,6,2026-08-23,active
266,Gay Inc,Enterprise,4,2026-07-23,active
267,Valentine-Holland,SMB,3,2026-02-14,active
268,Jimenez Ltd,Mid-Market,3,2026-01-16,churned
269,Hicks-Hill,Mid-Market,4,2025-09-07,active
270,Baird-Sanchez,Enterprise,4,2025-04-12,active
271,"Thomas, Lee and Greene",SMB,2,2026-04-06,active
272,"Suarez, Shields and Hill",Mid-Market,1,2025-02-02,active
273,Morgan-French,Mid-Market,1,2026-03-31,active
274,Hoover-Campbell,SMB,6,2025-11-29,active
275,Monroe-Carpenter,Mid-Market,3,2026-05-23,active
276,"Burns, Hernandez and Ryan",SMB,3,2026-08-30,active
277,Cook-Hines,Mid-Market,3,2026-01-02,active
278,Gibson-Morris,SMB,5,2026-01-14,active
279,Pollard and Sons,SMB,1,2025-11-23,churned
280,"Reyes, Chase and Jenkins",SMB,1,2025-09-15,active
281,Garner-Thornton,SMB,2,2025-03-26,churned
282,Hughes-Alvarado,SMB,3,2025-02-19,active
283,"Pollard, Simpson and Johnson",Mid-Market,5,2026-04-15,active
284,"Sanford, Rivera and Garcia",SMB,3,2026-08-09,churned
285,Garcia-Lozano,SMB,3,2025-03-05,active
286,Bowen Group,Mid-Market,6,2025-08-18,active
287,"Booker, Jones and Harrington",Mid-Market,1,2026-02-04,churned
288,Morgan-Schwartz,SMB,4,2026-04-04,active
289,"Miller, Murphy and Craig",Enterprise,4,2026-04-22,active
290,"James, Stewart and Higgins",SMB,3,2026-03-28,active
291,Brennan-Johnson,Mid-Market,5,2025-03-23,active
292,Young Ltd,SMB,2,2025-07-04,churned
293,Bright-Francis,Mid-Market,6,2025-11-12,churned
294,Good-Hodges,Enterprise,2,2025-03-11,active
295,"Brennan, Wallace and Benson",Mid-Market,4,2025-08-27,active
296,Williams Inc,SMB,4,2025-09-22,active
297,Howard-Jordan,Mid-Market,6,2026-09-16,active
298,Schmidt PLC,SMB,3,2025-08-12,active
299,"Sparks, Jackson and Miller",Mid-Market,2,2026-09-12,active
300,Harvey-Allen,Mid-Market,1,2026-04-01,active
301,"Thomas, Murray and King",Enterprise,3,2026-03-27,active
302,Estrada-Nolan,SMB,5,2026-06-12,active
303,Santana-Byrd,SMB,1,2026-06-26,churned
304,Jones LLC,SMB,6,2025-06-15,churned
305,"Evans, Hayden and Vaughn",SMB,4,2025-10-14,active
306,Bruce-Gonzalez,SMB,1,2025-12-18,active
307,Castaneda-Rodriguez,SMB,2,2026-09-15,active
308,Armstrong-Andrews,Mid-Market,4,2025-02-25,active
309,"Phillips, Spence and Barrett",SMB,2,2025-11-16,active
310,Smith-Grimes,SMB,1,2025-06-10,active
311,"Beltran, Lozano and Mcgee",SMB,4,2025-06-06,active
312,Parsons-Hall,Mid-Market,5,2026-05-08,active
313,Robinson-Lee,Mid-Market,1,2025-06-03,active
314,Byrd-Le,SMB,2,2026-05-27,active
315,"Becker, Taylor and Davis",SMB,2,2026-09-26,active
316,"Lucas, Parker and Alexander",SMB,4,2026-05-17,churned
317,"Diaz, Anderson and Browning",SMB,5,2025-05-14,active
318,Burgess-Thompson,SMB,5,2025-04-28,active
319,Buchanan LLC,SMB,6,2025-10-23,churned
320,"Shaw, Nelson and Martin",Enterprise,5,2025-12-31,active
321,Coffey-Phillips,SMB,2,2026-05-18,active
322,Brock-Mcdonald,Mid-Market,1,2025-10-15,active
323,Taylor and Sons,SMB,4,2025-05-13,active
324,"Ramsey, Whitney and Coffey",Enterprise,6,2026-09-24,active
325,"Diaz, Gibbs and Smith",Enterprise,6,2026-08-03,active
326,"Martinez, Richardson and Curry",Mid-Market,2,2026-03-04,active
327,Richards-Carson,SMB,2,2026-03-29,active
328,Rodriguez-Hall,SMB,1,2026-08-21,active
329,Harvey PLC,Mid-Market,1,2025-11-15,active
330,Herman-Walker,Mid-Market,4,2025-04-30,active
331,Reid Group,SMB,4,2026-02-03,churned
332,"Turner, Ortiz and Taylor",SMB,3,2025-11-01,churned
333,Torres Group,SMB,2,2026-05-31,churned
334,Davis PLC,Mid-Market,5,2026-05-14,churned
335,Price LLC,Mid-Market,3,2025-11-13,active
336,"Avery, Horton and Fernandez",Mid-Market,5,2025-09-11,churned
337,"Newton, Moore and Perry",Mid-Market,6,2025-10-14,churned
338,Bass PLC,SMB,2,2026-02-19,churned
339,Crosby-Ramirez,SMB,2,2026-02-22,active
340,"Wood, Ramos and Sampson",SMB,6,2025-12-08,active
341,Garcia-Jennings,Mid-Market,4,2025-12-20,active
342,"Winters, Newman and Brown",SMB,2,2026-09-25,active
343,Lopez-Martinez,SMB,4,2025-07-04,churned
344,Davis-Lewis,SMB,4,2025-05-17,active
345,"Harper, Smith and Buchanan",SMB,6,2026-05-31,churned
346,Zhang PLC,SMB,2,2026-08-21,churned
347,Jones PLC,SMB,6,2026-02-04,churned
348,Willis and Sons,SMB,6,2025-10-02,active
349,Schroeder-Kramer,Mid-Market,2,2025-08-31,active
350,"Smith, Garrison and Thomas",SMB,1,2025-11-11,active
351,Fernandez and Sons,SMB,4,2025-03-04,active
352,Guerrero Inc,SMB,1,2025-12-18,active
353,Smith and Sons,Mid-Market,2,2025-07-14,active
354,"Morris, Thompson and Williams",SMB,3,2025-07-11,active
355,"Fisher, Wilson and Brown",Mid-Market,6,2026-01-06,active
356,Strickland-Palmer,Enterprise,6,2026-09-07,active
357,Hayes and Sons,Mid-Market,1,2025-06-05,active
358,"Williams, Logan and Camacho",SMB,6,2026-08-07,active
359,"Turner, Schneider and Johnson",Mid-Market,1,2025-12-12,active
360,Boone-Simmons,SMB,5,2026-09-13,active
361,Henry Group,SMB,6,2025-09-20,active
362,Lam LLC,SMB,6,2026-09-28,churned
363,"Hernandez, Martinez and Weber",SMB,2,2026-03-07,active
364,"Kelley, Nguyen and Vang",SMB,6,2026-03-13,active
365,"Phillips, Wagner and Jordan",SMB,1,2026-01-08,churned
366,"Wilson, Pena and Rich",SMB,4,2025-11-01,active
367,"Le, Lewis and Hayes",SMB,3,2025-12-16,active
368,Gutierrez Group,SMB,2,2026-07-01,active
369,Perry-Davis,Enterprise,1,2026-05-27,active
370,Edwards-Scott,SMB,5,2025-02-15,active
371,Mcdaniel Group,Mid-Market,3,2026-03-28,active
372,Davis Inc,SMB,4,2026-06-21,active
373,Reynolds Ltd,SMB,3,2026-04-27,active
374,"Watson, Anderson and Brown",SMB,3,2025-11-29,active
375,"Hoffman, Santiago and Jenkins",SMB,6,2025-08-23,churned
376,"Pugh, Henderson and Moon",SMB,1,2026-03-15,active
377,Schmitt PLC,SMB,5,2026-03-10,active
378,Bell-Lane,SMB,5,2025-09-15,active
379,Moore Group,SMB,3,2025-10-05,active
380,Boone LLC,SMB,2,2025-09-12,active
381,"Richardson, Farmer and Andrews",SMB,1,2025-02-28,active
382,Bruce-Villegas,SMB,6,2025-02-20,churned
383,"Austin, Day and Johnson",SMB,6,2025-03-23,active
384,"Gallegos, Adams and White",SMB,2,2025-10-15,active
385,"Farmer, Dorsey and Bell",SMB,1,2025-12-07,active
386,Kane PLC,SMB,1,2025-10-06,active
387,"Morales, Thomas and Schultz",SMB,1,2026-09-02,active
388,Davis PLC,Enterprise,5,2025-06-17,active
389,Bennett Group,SMB,6,2025-09-27,churned
390,Moore-Collins,SMB,1,2025-06-30,active
391,Frank-Bradley,SMB,5,2025-08-01,active
392,Ware and Sons,Enterprise,2,2026-01-20,churned
393,Webster Inc,Mid-Market,3,2025-08-07,active
394,"Miller, Ramos and Coleman",Mid-Market,4,2025-08-12,active
395,"Ramos, Nelson and Fischer",Enterprise,5,2026-03-14,active
396,Reed Inc,SMB,6,2026-06-19,active
397,Gregory-Watkins,Enterprise,1,2025-06-09,churned
398,"Estrada, Williams and Foster",SMB,2,2025-04-09,active
399,"Brown, Harris and Dougherty",Mid-Market,2,2025-06-26,active
400,Duran LLC,SMB,2,2026-01-17,churned
401,Wilson-Jimenez,SMB,6,2026-09-05,churned
402,Thompson-James,Enterprise,5,2025-05-08,active
403,"Hall, Hansen and Barnett",SMB,2,2025-02-26,churned
404,Jones-Hensley,Enterprise,6,2025-12-18,churned
405,Graham Group,SMB,3,2026-09-24,active
406,Atkins PLC,Mid-Market,4,2026-01-01,active
407,Berry-Mckinney,Enterprise,3,2026-08-15,active
408,Roberts-Sullivan,SMB,1,2026-02-25,active
409,Jackson-Meza,Enterprise,6,2025-02-20,active
410,Collier-Gillespie,SMB,1,2025-10-18,active
411,Kim Inc,Mid-Market,2,2026-05-13,active
412,Graham Group,SMB,2,2025-12-06,active
413,"Miller, Harrell and Reese",SMB,2,2025-05-30,active
414,Cook and Sons,Mid-Market,1,2025-05-21,active
415,Dixon Inc,SMB,1,2026-03-10,active
416,"Hicks, Bullock and Bailey",SMB,5,2025-11-08,active
417,"Mullen, Brewer and Hernandez",SMB,6,2026-01-14,churned
418,Thomas and Sons,Mid-Market,1,2025-09-15,active
419,Morrison Ltd,SMB,2,2025-08-25,active
420,Thompson Ltd,Mid-Market,4,2026-03-11,active
421,Marshall-Elliott,Enterprise,6,2025-02-05,churned
422,"Cole, Glass and Cunningham",SMB,5,2025-10-22,active
423,"Downs, Morris and Maddox",SMB,5,2025-09-13,active
424,Hernandez-Jones,Mid-Market,4,2026-05-19,active
425,Welch-Hogan,SMB,3,2026-04-18,churned
426,"Brown, Romero and Collins",SMB,2,2025-10-17,active
427,Johnson-Wood,Mid-Market,6,2025-07-10,active
428,Jones-Lin,SMB,5,2025-06-23,active
429,Gilbert PLC,SMB,1,2025-06-09,active
430,Ford-Spencer,Mid-Market,5,2025-07-16,active
431,"Huang, Cole and Pacheco",SMB,1,2026-05-07,active
432,"Lopez, Jacobs and Mason",SMB,5,2025-02-28,active
433,Hayes LLC,SMB,5,2025-02-16,active
434,"Miller, Lucas and Williams",Mid-Market,1,2025-12-25,active
435,"Kim, Gonzales and Mills",Mid-Market,3,2025-06-16,active
436,Cox LLC,SMB,1,2026-06-19,active
437,Ortiz-Morgan,SMB,4,2026-05-02,active
438,"Williams, Mccoy and Cook",SMB,6,2026-05-13,active
439,Davis-Gregory,SMB,1,2025-11-04,active
440,King-York,SMB,3,2025-10-24,active
441,"Marks, Cook and Aguilar",Enterprise,6,2025-10-16,active
442,Rangel LLC,SMB,2,2025-05-30,churned
443,"Hale, Myers and Larson",Mid-Market,1,2026-01-10,active
444,Collins Group,SMB,3,2026-07-09,active
445,"Conner, Li and Santiago",SMB,4,2025-07-06,active
446,"Osborn, Gaines and Davis",SMB,4,2025-03-07,active
447,"Henderson, Cox and Cox",SMB,2,2026-01-09,churned
448,Bean LLC,Mid-Market,6,2025-09-30,active
449,Lee-Cooke,Enterprise,4,2026-05-30,active
450,Jones Inc,Mid-Market,2,2026-07-05,active
451,"Wise, Conley and Stephenson",SMB,6,2026-08-31,active
452,Stanley PLC,Mid-Market,6,2025-09-27,active
453,Harper and Sons,SMB,3,2026-08-01,churned
454,White Ltd,Enterprise,1,2025-04-13,active
455,"Lamb, Martin and Kim",SMB,4,2025-09-14,active
456,Diaz-Ball,SMB,4,2025-07-12,active
457,Bishop-Goodwin,SMB,1,2026-08-14,active
458,Young-Allen,SMB,4,2026-01-30,active
459,Mckee-Lee,SMB,6,2025-09-10,active
460,"Valentine, Joyce and Murray",Enterprise,1,2025-05-04,active
461,Strickland-Shaw,Mid-Market,5,2026-05-21,active
462,Burch-Montoya,Enterprise,1,2026-03-04,active
463,"Taylor, Wright and Davidson",SMB,5,2026-07-02,churned
464,Spencer-Garcia,SMB,3,2025-10-24,churned
465,"Rosales, Mitchell and Hines",SMB,1,2025-05-02,active
466,Cole-Palmer,SMB,6,2025-08-22,active
467,Davis-Lozano,SMB,1,2026-02-11,active
468,Wilkerson-Arias,SMB,4,2025-06-27,active
469,Brown-Shaw,SMB,2,2025-03-15,churned
470,Hughes Inc,SMB,6,2026-06-14,churned
471,Walker-Flores,SMB,5,2025-12-19,active
472,Combs Ltd,Mid-Market,5,2025-09-29,active
473,Moody-Taylor,SMB,3,2026-01-02,active
474,Lowery-Kennedy,Enterprise,3,2026-04-24,churned
475,Blake Group,SMB,4,2025-02-01,active
476,Gilbert-Bullock,Mid-Market,5,2025-10-25,active
477,Scott and Sons,Mid-Market,6,2025-07-05,active
478,"Bentley, Lynch and Henderson",Mid-Market,1,2025-03-28,active
