payment_id,order_id,amount,method,paid_at
167,10753,935.64,ach,2026-06-01 12:00:00
168,7515,2026.76,ach,2026-01-12 12:00:00
169,10837,1592.05,invoice,2026-06-12 12:00:00
170,4683,3017.76,credit_card,2025-09-07 12:00:00
171,380,508.15,invoice,2025-03-02 12:00:00
172,3699,910.71,invoice,2025-07-14 12:00:00
173,1865,6004.92,wire,2025-04-10 12:00:00
174,5849,2565.32,credit_card,2025-11-08 12:00:00
175,2814,3171.43,ach,2025-06-26 12:00:00
176,3543,187.83,wire,2025-07-15 12:00:00
177,12679,5630.42,invoice,2026-09-10 12:00:00
178,7689,1580.47,credit_card,2026-01-15 12:00:00
179,182,1876.44,credit_card,2025-02-27 12:00:00
180,9082,960.4,wire,2026-04-18 12:00:00
181,4282,3507.68,wire,2025-08-11 12:00:00
182,174,2439.83,credit_card,2025-02-19 12:00:00
183,9108,2016.33,ach,2026-04-18 12:00:00
184,1403,4013.38,ach,2025-04-30 12:00:00
185,1663,2641.64,credit_card,2025-04-24 12:00:00
186,8257,1784.11,wire,2026-02-13 12:00:00
187,4411,3427.18,wire,2025-10-01 12:00:00
188,1329,6759.21,wire,2025-04-18 12:00:00
189,4339,2915.69,credit_card,2025-08-21 12:00:00
190,11453,962.71,wire,2026-07-24 12:00:00
191,2789,2916.33,wire,2025-06-15 12:00:00
192,12345,6329.74,wire,2026-09-04 12:00:00
193,9027,2052.43,invoice,2026-03-19 12:00:00
194,3903,1764.23,invoice,2025-08-14 12:00:00
195,829,863.07,wire,2025-03-24 12:00:00
196,12074,2138.53,ach,2026-08-16 12:00:00
197,6931,699.87,wire,2026-01-01 12:00:00
198,3095,2851.82,credit_card,2025-06-03 12:00:00
199,11864,3215.64,credit_card,2026-08-27 12:00:00
200,4875,1979.14,ach,2025-09-17 12:00:00
201,8080,1396.31,credit_card,2026-02-17 12:00:00
202,1767,6078.36,wire,2025-04-18 12:00:00
203,2168,5718.13,invoice,2025-06-02 12:00:00
204,4041,2312.56,credit_card,2025-08-21 12:00:00
205,10695,4153.83,invoice,2026-06-05 12:00:00
206,488,1893.05,credit_card,2025-02-19 12:00:00
207,3669,546.36,credit_card,2025-07-29 12:00:00
208,8138,1175.69,credit_card,2026-02-16 12:00:00
209,4437,199.67,ach,2025-09-15 12:00:00
210,48,1892.6,ach,2025-02-19 12:00:00
211,9487,3361.43,invoice,2026-04-29 12:00:00
212,3195,3640.82,wire,2025-07-15 12:00:00
213,10261,3162.43,invoice,2026-06-02 12:00:00
214,7593,2598.68,credit_card,2026-01-27 12:00:00
215,5398,791.96,ach,2025-10-20 12:00:00
216,11164,1838.68,credit_card,2026-07-19 12:00:00
217,11500,119.81,ach,2026-07-09 12:00:00
218,3317,1377.3,ach,2025-07-29 12:00:00
219,3820,2398.36,ach,2025-08-09 12:00:00
220,6349,5216.92,invoice,2025-11-25 12:00:00
221,4756,1178.6,credit_card,2025-09-26 12:00:00
222,8728,3944.67,wire,2026-03-08 12:00:00
223,5337,2820.9,wire,2025-10-07 12:00:00
224,10104,1118.29,invoice,2026-05-28 12:00:00
225,7643,3732.34,ach,2026-01-11 12:00:00
226,2520,4631.85,invoice,2025-06-11 12:00:00
227,12042,2267.21,credit_card,2026-08-13 12:00:00
228,5554,7423.52,invoice,2025-10-21 12:00:00
229,6106,4318.47,credit_card,2025-11-09 12:00:00
230,7582,942.67,credit_card,2026-01-20 12:00:00
231,7863,141.38,wire,2026-02-17 12:00:00
232,1670,1850.24,ach,2025-04-23 12:00:00
233,7045,1492.53,wire,2025-12-27 12:00:00
234,1373,780.78,ach,2025-04-17 12:00:00
235,4985,4365.96,invoice,2025-09-25 12:00:00
236,7195,917.91,wire,2025-12-15 12:00:00
237,1434,4456.39,credit_card,2025-04-15 12:00:00
238,3964,3139.78,wire,2025-08-21 12:00:00
239,1731,2096.92,credit_card,2025-04-12 12:00:00
240,5467,5993.45,invoice,2025-10-21 12:00:00
241,928,1117.81,invoice,2025-03-17 12:00:00
242,12046,1720.61,credit_card,2026-08-17 12:00:00
243,3523,1231.35,credit_card,2025-07-23 12:00:00
244,4862,1160.94,credit_card,2025-09-13 12:00:00
245,1040,4716.24,credit_card,2025-03-15 12:00:00
246,6891,4827.36,invoice,2025-12-14 12:00:00
247,9040,2314.56,invoice,2026-04-09 12:00:00
248,386,5660.04,wire,2025-02-16 12:00:00
249,1086,1471.74,credit_card,2025-03-25 12:00:00
250,6524,5130.51,wire,2025-12-26 12:00:00
251,11635,1007.7,ach,2026-08-05 12:00:00
252,11921,2418.3,invoice,2026-08-10 12:00:00
253,2964,621.43,invoice,2025-06-11 12:00:00
254,5419,2829.17,wire,2025-10-10 12:00:00
255,1484,5770.97,ach,2025-04-03 12:00:00
256,7633,2607.6,invoice,2026-01-19 12:00:00
257,2782,5097.12,ach,2025-06-20 12:00:00
258,6884,3907.33,wire,2025-12-27 12:00:00
259,10718,437.18,invoice,2026-06-30 12:00:00
260,11526,3262.2,wire,2026-07-16 12:00:00
261,6110,2048.43,ach,2025-12-01 12:00:00
262,2110,944.84,wire,2025-05-12 12:00:00
263,6126,3892.1,invoice,2025-11-27 12:00:00
264,11913,1169.28,ach,2026-08-31 12:00:00
265,5658,706.64,wire,2025-11-04 12:00:00
266,2058,546.51,invoice,2025-05-01 12:00:00
267,6118,2682.73,wire,2025-11-19 12:00:00
268,11092,6605.68,ach,2026-07-30 12:00:00
269,2792,2695.46,ach,2025-06-25 12:00:00
270,6394,4177.77,credit_card,2025-11-17 12:00:00
271,12641,2048.13,wire,2026-09-13 12:00:00
272,12653,1494.78,invoice,2026-09-10 12:00:00
273,8406,1013.46,wire,2026-03-11 12:00:00
274,5350,353.32,credit_card,2025-10-16 12:00:00
275,11681,1146.69,invoice,2026-08-05 12:00:00
276,1635,2048.3,credit_card,2025-04-22 12:00:00
277,9973,2268.77,ach,2026-05-19 12:00:00
278,11096,3685.88,ach,2026-07-23 12:00:00
279,6748,1557.55,credit_card,2025-12-13 12:00:00
280,1740,747.39,invoice,2025-04-09 12:00:00
281,7269,3645.01,ach,2025-12-26 12:00:00
282,8212,4663.23,ach,2026-02-13 12:00:00
283,7628,1807.52,wire,2026-02-02 12:00:00
284,5498,3896.88,invoice,2025-10-30 12:00:00
285,6962,1355.45,wire,2025-12-11 12:00:00
286,1956,2616.4,ach,2025-05-20 12:00:00
287,6381,5342.94,wire,2025-11-16 12:00:00
288,397,881.88,wire,2025-02-10 12:00:00
289,3459,1410.3,credit_card,2025-07-17 12:00:00
290,10582,3657.66,credit_card,2026-06-10 12:00:00
291,4257,5146.61,credit_card,2025-08-13 12:00:00
292,6099,1359.56,ach,2025-11-02 12:00:00
293,5008,2312.4,credit_card,2025-10-28 12:00:00
294,3593,1234.48,invoice,2025-07-03 12:00:00
295,12064,4107.78,ach,2026-08-07 12:00:00
296,312,1607.58,invoice,2025-02-27 12:00:00
297,5220,3384.68,wire,2025-10-30 12:00:00
298,11114,1545.85,wire,2026-07-10 12:00:00
299,4415,2152.24,invoice,2025-09-25 12:00:00
300,12242,837.78,credit_card,2026-09-12 12:00:00
301,2311,4961.39,ach,2025-05-07 12:00:00
302,1826,1020.49,wire,2025-04-15 12:00:00
303,750,1845.7,credit_card,2025-03-18 12:00:00
304,9712,6343.04,credit_card,2026-06-01 12:00:00
305,2367,5633.3,ach,2025-05-27 12:00:00
306,11372,3234.78,credit_card,2026-07-14 12:00:00
307,9288,1595.68,wire,2026-04-25 12:00:00
308,10085,816.92,ach,2026-05-16 12:00:00
309,12089,3186.05,wire,2026-08-25 12:00:00
310,8604,441.86,wire,2026-03-06 12:00:00
311,3859,422.04,invoice,2025-08-07 12:00:00
312,3470,5067.07,credit_card,2025-07-07 12:00:00
313,6928,1049.8,ach,2026-01-03 12:00:00
314,8340,3979.59,invoice,2026-02-10 12:00:00
315,6769,1570.09,credit_card,2025-12-06 12:00:00
316,7949,1340.5,ach,2026-03-05 12:00:00
317,2324,3094.64,invoice,2025-05-28 12:00:00
318,5602,1734.61,invoice,2025-10-06 12:00:00
319,6124,4470.53,ach,2025-11-15 12:00:00
320,3167,3863.98,invoice,2025-07-25 12:00:00
321,1347,3519.44,credit_card,2025-04-19 12:00:00
322,1609,2077.35,credit_card,2025-05-02 12:00:00
323,11675,2629.14,ach,2026-08-08 12:00:00
324,9496,2408.68,credit_card,2026-04-25 12:00:00
325,2055,4564.86,ach,2025-05-15 12:00:00
326,2528,4026.24,wire,2025-06-14 12:00:00
327,248,1582.35,invoice,2025-03-01 12:00:00
328,6031,2193.26,credit_card,2025-11-22 12:00:00
329,9192,880.31,credit_card,2026-04-17 12:00:00
330,8048,2365.15,credit_card,2026-02-21 12:00:00
331,219,4275.88,invoice,2025-02-03 12:00:00
332,1600,7194.62,credit_card,2025-04-30 12:00:00
333,4251,4412.33,credit_card,2025-08-13 12:00:00
334,3370,4449.48,ach,2025-08-01 12:00:00
335,9439,151.15,wire,2026-04-13 12:00:00
336,2190,2554.35,ach,2025-06-02 12:00:00
337,51,6386.08,credit_card,2025-02-26 12:00:00
338,7075,2928.51,ach,2025-12-05 12:00:00
339,4024,2240.3,ach,2025-09-02 12:00:00
340,9981,1706.12,credit_card,2026-05-30 12:00:00
341,11534,4179.84,invoice,2026-08-10 12:00:00
342,2667,3426.19,ach,2025-06-25 12:00:00
343,4004,538.06,wire,2025-08-29 12:00:00
344,3685,4341.23,credit_card,2025-07-15 12:00:00
345,6464,718.31,invoice,2025-11-29 12:00:00
346,8945,4689.1,invoice,2026-03-17 12:00:00
347,11944,3617.74,ach,2026-08-10 12:00:00
348,12330,1393.1,wire,2026-09-22 12:00:00
349,6751,582.49,ach,2025-12-04 12:00:00
350,11899,5273.49,wire,2026-09-01 12:00:00
351,9119,1130.46,credit_card,2026-04-19 12:00:00
352,4280,977.67,invoice,2025-08-22 12:00:00
353,2885,2468.23,invoice,2025-06-17 12:00:00
354,9103,1759.45,ach,2026-04-11 12:00:00
355,451,3942.06,wire,2025-02-25 12:00:00
356,5229,5107.93,ach,2025-11-02 12:00:00
357,8384,3706.18,wire,2026-02-26 12:00:00
358,2632,4488.71,ach,2025-06-26 12:00:00
359,4681,2302.8,ach,2025-10-02 12:00:00
360,9134,692.77,credit_card,2026-05-01 12:00:00
361,1723,1742.16,credit_card,2025-04-19 12:00:00
362,5466,3607.54,invoice,2025-10-25 12:00:00
363,12296,2744.99,wire,2026-09-05 12:00:00
364,9966,2031.07,wire,2026-05-31 12:00:00
365,6330,4573.61,credit_card,2025-11-20 12:00:00
366,587,1617.51,wire,2025-02-03 12:00:00
367,12446,2482.95,credit_card,2026-09-29 12:00:00
368,4823,3022.12,wire,2025-09-07 12:00:00
369,9458,3165.11,wire,2026-04-17 12:00:00
370,3161,2451.36,wire,2025-07-22 12:00:00
371,2020,5204.07,wire,2025-05-04 12:00:00
372,5420,3361.61,credit_card,2025-10-21 12:00:00
373,3614,3316.2,credit_card,2025-07-10 12:00:00
374,3542,500.84,wire,2025-07-13 12:00:00
375,12092,2039.4,invoice,2026-08-02 12:00:00
376,3464,3816.9,credit_card,2025-07-29 12:00:00
377,3571,2324.39,invoice,2025-07-27 12:00:00
378,11508,1331.9,wire,2026-07-14 12:00:00
379,6497,1466.91,invoice,2025-12-13 12:00:00
380,7947,1941.35,wire,2026-02-18 12:00:00
381,11831,4523.52,credit_card,2026-08-26 12:00:00
382,5900,5069.75,wire,2025-11-06 12:00:00
383,8371,3455.46,invoice,2026-03-02 12:00:00
384,8884,1285.28,invoice,2026-04-03 12:00:00
385,4412,690.37,wire,2025-09-09 12:00:00
386,2317,3542.03,ach,2025-05-12 12:00:00
387,11445,2875.6,wire,2026-07-15 12:00:00
388,2752,2091.67,ach,2025-06-23 12:00:00
389,3308,869.66,credit_card,2025-07-15 12:00:00
390,3791,4084.66,ach,2025-08-11 12:00:00
391,1108,1545.5,ach,2025-03-17 12:00:00
392,1158,1316.82,ach,2025-03-14 12:00:00
393,100,2026.76,credit_card,2025-02-06 12:00:00
394,5642,291.99,ach,2025-11-28 12:00:00
395,840,4849.08,invoice,2025-03-18 12:00:00
396,4095,4242.24,invoice,2025-08-14 12:00:00
397,10285,1094.42,credit_card,2026-06-13 12:00:00
398,8438,5051.71,ach,2026-03-25 12:00:00
399,4964,7492.0,invoice,2025-09-02 12:00:00
400,10376,4643.66,credit_card,2026-06-10 12:00:00
401,11794,229.86,invoice,2026-08-03 12:00:00
402,648,335.91,wire,2025-03-24 12:00:00
403,10505,1192.15,credit_card,2026-06-04 12:00:00
404,150,1616.93,invoice,2025-02-05 12:00:00
405,7503,546.98,ach,2026-01-29 12:00:00
406,3129,6985.74,ach,2025-07-19 12:00:00
407,4833,4815.11,wire,2025-09-14 12:00:00
408,9412,977.67,wire,2026-04-15 12:00:00
409,7259,2814.81,credit_card,2025-12-21 12:00:00
410,6698,598.69,credit_card,2025-12-09 12:00:00
411,5736,4740.52,wire,2025-11-18 12:00:00
412,7436,955.12,invoice,2026-01-16 12:00:00
413,896,4219.45,ach,2025-03-18 12:00:00
414,201,1664.35,invoice,2025-02-05 12:00:00
415,6078,2954.43,credit_card,2025-11-25 12:00:00
416,6426,636.66,ach,2025-11-20 12:00:00
417,2454,642.64,wire,2025-05-16 12:00:00
418,252,329.26,credit_card,2025-02-14 12:00:00
419,1044,777.87,wire,2025-03-11 12:00:00
420,178,5378.73,invoice,2025-02-22 12:00:00
421,5091,2586.83,invoice,2025-10-08 12:00:00
422,3266,1331.8,ach,2025-07-13 12:00:00
423,12433,3006.97,invoice,2026-09-26 12:00:00
424,2040,4848.56,invoice,2025-05-26 12:00:00
425,9731,4583.17,credit_card,2026-05-25 12:00:00
426,3563,670.24,wire,2025-07-15 12:00:00
427,9968,2235.96,wire,2026-05-08 12:00:00
428,7073,1664.36,ach,2026-01-01 12:00:00
429,354,2661.96,ach,2025-02-27 12:00:00
430,12776,5464.82,credit_card,2026-09-29 12:00:00
431,3695,693.82,wire,2025-07-19 12:00:00
432,2630,2330.75,credit_card,2025-06-06 12:00:00
433,8920,4431.68,credit_card,2026-03-27 12:00:00
434,84,1953.55,invoice,2025-02-11 12:00:00
435,10860,378.06,credit_card,2026-06-16 12:00:00
436,3818,2950.04,wire,2025-08-31 12:00:00
437,4899,3896.32,invoice,2025-09-27 12:00:00
438,6108,4533.02,credit_card,2025-11-19 12:00:00
439,8425,2406.14,credit_card,2026-03-24 12:00:00
440,2925,4697.89,credit_card,2025-07-01 12:00:00
441,9954,747.42,ach,2026-05-26 12:00:00
442,4787,2118.85,ach,2025-10-02 12:00:00
443,8782,987.62,invoice,2026-03-21 12:00:00
444,12686,1633.85,invoice,2026-09-17 12:00:00
445,10895,3759.74,ach,2026-06-14 12:00:00
446,430,2820.62,ach,2025-02-21 12:00:00
447,7723,4661.58,wire,2026-01-03 12:00:00
448,1471,1132.51,wire,2025-04-23 12:00:00
449,10778,1058.26,credit_card,2026-06-21 12:00:00
450,3509,881.47,wire,2025-07-26 12:00:00
451,10548,5048.76,credit_card,2026-06-30 12:00:00
452,2265,4192.42,invoice,2025-05-07 12:00:00
453,7878,1901.63,credit_card,2026-02-10 12:00:00
454,3493,2628.75,invoice,2025-07-24 12:00:00
455,11547,3008.12,ach,2026-08-08 12:00:00
456,3998,876.51,ach,2025-08-16 12:00:00
457,10539,963.96,credit_card,2026-06-19 12:00:00
458,7406,2838.86,credit_card,2026-01-22 12:00:00
459,4346,1751.52,wire,2025-08-04 12:00:00
460,11156,2537.02,invoice,2026-07-28 12:00:00
461,6956,945.27,ach,2025-12-29 12:00:00
462,294,150.8,credit_card,2025-02-24 12:00:00
463,4926,591.09,credit_card,2025-09-08 12:00:00
464,6481,1427.62,wire,2025-12-20 12:00:00
465,4460,187.18,credit_card,2025-09-25 12:00:00
466,8826,2712.97,credit_card,2026-03-16 12:00:00
467,12607,681.31,invoice,2026-09-06 12:00:00
468,8159,2928.04,wire,2026-02-22 12:00:00
469,11441,3606.13,invoice,2026-07-30 12:00:00
470,8350,5237.7,ach,2026-02-18 12:00:00
471,10978,4469.74,invoice,2026-07-09 12:00:00
472,1770,1300.82,credit_card,2025-04-19 12:00:00
473,1721,3067.6,credit_card,2025-04-07 12:00:00
474,1627,2254.81,ach,2025-04-14 12:00:00
475,3209,1628.03,ach,2025-07-28 12:00:00
476,980,5509.71,invoice,2025-03-24 12:00:00
477,5126,887.61,credit_card,2025-10-31 12:00:00
478,5563,1766.32,invoice,2025-10-13 12:00:00
479,2803,504.15,wire,2025-06-07 12:00:00
480,6625,3381.58,wire,2025-12-16 12:00:00
481,5345,603.69,wire,2025-10-21 12:00:00
482,8929,2905.94,wire,2026-03-06 12:00:00
483,539,4419.62,wire,2025-02-04 12:00:00
484,8424,4141.92,wire,2026-03-21 12:00:00
485,6162,5163.36,credit_card,2025-11-18 12:00:00
486,6561,4361.05,wire,2025-12-05 12:00:00
487,2035,3660.71,ach,2025-05-21 12:00:00
488,796,3128.33,invoice,2025-03-21 12:00:00
489,625,653.71,ach,2025-02-18 12:00:00
490,6178,1070.99,ach,2025-11-16 12:00:00
491,10283,3648.73,invoice,2026-06-21 12:00:00
492,9919,4117.41,ach,2026-05-06 12:00:00
493,2013,640.91,credit_card,2025-05-10 12:00:00
494,5441,5477.98,ach,2025-10-21 12:00:00
495,9780,713.79,wire,2026-05-26 12:00:00
496,11971,6826.3,ach,2026-09-02 12:00:00
497,6226,4820.09,invoice,2025-12-01 12:00:00
498,11456,1090.79,credit_card,2026-07-31 12:00:00
499,5147,4320.02,ach,2025-11-01 12:00:00
500,2975,7016.96,credit_card,2025-06-15 12:00:00
501,9190,3599.36,ach,2026-04-11 12:00:00
502,8201,2885.5,wire,2026-02-24 12:00:00
503,12734,2873.36,credit_card,2026-09-04 12:00:00
504,4636,3450.43,wire,2025-09-23 12:00:00
505,1007,1807.47,wire,2025-04-01 12:00:00
506,3932,2820.31,invoice,2025-08-10 12:00:00
507,8825,3906.01,ach,2026-03-12 12:00:00
508,12712,3960.86,ach,2026-09-17 12:00:00
509,9167,3997.55,invoice,2026-04-03 12:00:00
510,6849,1307.65,ach,2025-12-07 12:00:00
511,5454,3778.32,wire,2025-10-25 12:00:00
512,136,2739.95,invoice,2025-02-19 12:00:00
513,11420,209.66,wire,2026-07-25 12:00:00
514,7895,858.39,invoice,2026-02-28 12:00:00
515,6673,1962.08,wire,2025-12-12 12:00:00
516,2151,572.81,ach,2025-05-22 12:00:00
517,6072,1528.1,credit_card,2025-11-06 12:00:00
518,4401,1093.28,invoice,2025-09-02 12:00:00
519,725,4298.01,credit_card,2025-04-02 12:00:00
520,10042,4153.2,invoice,2026-06-01 12:00:00
521,9041,1178.97,ach,2026-05-01 12:00:00
522,10737,2751.72,credit_card,2026-06-09 12:00:00
523,4124,972.82,invoice,2025-08-07 12:00:00
524,8650,504.07,wire,2026-03-20 12:00:00
525,2216,7108.4,credit_card,2025-05-24 12:00:00
526,2982,253.33,ach,2025-06-08 12:00:00
527,8460,431.93,ach,2026-03-17 12:00:00
528,6187,2032.84,wire,2025-11-25 12:00:00
